"ID","Version","GenBank.title","Release.date","Organism.name","Virus.Lineage","Species","Family","Length","Submitters","Strain","Isolate_x","Geo.location","Country","Collection.date","Tissue.Specimen.Source","Host","Environmental","CDS.count","Artificial","UNVERIFIED","X1A","X1A.strand","X1B","X1B.strand","X2","X2.strand","class","clade_color","color"
"MW588064","MW588064.1","Mute swan feces associated avastrovius 2 strain Abbotsbury/A/2016 ORF1a, ORF1b, and ORF2 genes, complete cds","19-JUL-2024","Mute swan feces associated avastrovius 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7274,"Francois,S. and Hill,S.C.","Abbotsbury/A/2016","","United Kingdom",NA,"","Cygnus olor fecal material","Cygnus olor","No",3,"No","No","9-3288",1,"3437-4820",1,"4813-7069",1,"","B",NA
"MW588063","MW588063.1","Mute swan feces associated avastrovius 1 strain Abbotsbury/B/2016 ORF1a, ORF1b, and ORF2 genes, complete cds","19-JUL-2024","Mute swan feces associated avastrovius 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7269,"Francois,S. and Hill,S.C.","Abbotsbury/B/2016","","United Kingdom",NA,"","Cygnus olor fecal material","Cygnus olor","No",3,"No","No","37-3520",1,"3501-5061",1,"5083-7207",1,"","B",NA
"MW588062","MW588062.1","Mute swan feces associated avastrovius 1 strain Abbotsbury/A/2016 ORF1a, ORF1b, and ORF2 genes, complete cds","19-JUL-2024","Mute swan feces associated avastrovius 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7249,"Francois,S. and Hill,S.C.","Abbotsbury/A/2016","","United Kingdom",NA,"","Cygnus olor fecal material","Cygnus olor","No",3,"No","No","24-3507",1,"3488-5048",1,"5071-7246",1,"","B",NA
"PP966939","PP966939.1","Goose astrovirus 2 isolate GZ2301, complete genome","14-JUL-2024","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7060,"Zhang,L., Ye,Q., Zhan,X., Zhang,C., Liu,T. and Liu,W.","","GZ2301","China",NA,"2023","","Goose","No",3,"No","No","18-3273",1,"3263-4817",1,"4835-6950",1,"Aves",NA,NA
"PP711188","PP711188.1","MAG: Hetplan gecko astrovirus isolate Hplan-A_304122 genomic sequence","22-JUN-2024","Hetplan gecko astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7172,"Mahar,J.E., Wille,M., Harvey,E., Moritz,C.C. and Holmes,E.C.","","Hplan-A_304122","Australia: Kimberley region Western Australia",NA,"2017","pooled lizard liver RNA, sampled in situ","Heteronotia planiceps","Yes",3,"No","No","2-3119",1,"3115-4630",1,"4663-7018",1,"Lepidosauria","R",NA
"PP763758","PP763758.1","Goose astrovirus 1 isolate AAstV/Goose/CHN/2023/C102, complete genome","14-MAY-2024","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7295,"Chen,G., Zhang,H. and Hao,X.","","AAstV/Goose/CHN/2023/C102","China: Sichuan province",NA,"Jun-2023","liver","Goose","No",3,"No","No","22-3304",1,"3288-4839",1,"4832-6992",1,"Aves","B",NA
"PP444710","PP444710.1","Goose astrovirus isolate GAstV GDCS Goose 2023, complete sequence","16-MAR-2024","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7166,"Xu,P., Huang,W. and Qin,Y.","","GAstV GDCS Goose 2023","China",NA,"2023","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"PP444709","PP444709.1","Goose astrovirus isolate GAstV_GXNN_Goose_2023, complete sequence","16-MAR-2024","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7166,"Xu,P., Huang,W. and Qin,Y.","","GAstV_GXNN_Goose_2023","China",NA,"2023","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"PP352010","PP352010.1","MAG: Astrovirus sp. isolate Hunan/CHN/2022 genomic sequence","04-MAR-2024","Astrovirus sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6191,"Li,C.X., He,B., Yi,L. and Hu,Y.Z.","","Hunan/CHN/2022","China: Hunan",NA,"2022","liver","Pelophylax nigromaculatus","Yes",2,"No","No","60-2689",1,"2690-4088",1,"4111-6191",1,"Amphibia","R",NA
"PP108251","PP108251.1","Goose astrovirus strain AAstV/Goose/CHN/2023/C1, complete genome","01-FEB-2024","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7261,"Chen,G., Zhang,H. and Shi,l.","AAstV/Goose/CHN/2023/C1","","China: Sichuan province",NA,"15-Aug-2023","liver","Goose","No",3,"No","No","22-3304",1,"3288-4839",1,"4832-6983",1,"Aves",NA,NA
"OR965521","OR965521.1","Goose astrovirus isolate AAstV/Goose/CHN/2023/MG-23, complete genome","26-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Yang,L., Yang,Q., Ding,Y. and Yang,K.","","AAstV/Goose/CHN/2023/MG-23","China",NA,"Jul-2023","","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OR958817","OR958817.1","Goose astrovirus isolate AAstV/Goose/CHN/2023/HR2306/1, complete genome","26-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Ding,Y., Yang,Q. and Yang,L.","","AAstV/Goose/CHN/2023/HR2306/1","China",NA,"Jun-2023","","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OR906208","OR906208.1","Goose astrovirus isolate HNxy2111, complete genome","23-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"He,S., Dong,J. and Jiao,F.","","HNxy2111","China",NA,"2021","gosling kidney","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OR906207","OR906207.1","Goose astrovirus isolate HNxy2106, complete genome","23-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"He,S., Dong,J. and Jiao,F.","","HNxy2106","China",NA,"2021","gosling kidney","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OR924093","OR924093.1","Goose astrovirus strain L1002, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7308,"Deng,C., Luo,J. and Li,Y.","L1002","","China",NA,"10-May-2021","Throat and anal swabs","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OR924092","OR924092.1","Duck astrovirus strain G2174, complete genome","18-DEC-2023","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7287,"Deng,C., Zhang,F., Luo,J. and Li,Y.","G2174","","China",NA,"02-Nov-2021","Throat and anal swabs","Duck","No",3,"No","No","12-3375",1,"3365-4910",1,"4926-7110",1,"Aves","B",NA
"OR924091","OR924091.1","Duck astrovirus strain X1257, complete genome","18-DEC-2023","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7287,"Deng,C., Zhang,F., Luo,J. and Li,Y.","X1257","","China",NA,"24-Mar-2021","Throat and anal swabs","Goose","No",3,"No","No","12-3375",1,"3365-4910",1,"4926-7110",1,"Aves","B",NA
"OR924090","OR924090.1","Duck astrovirus strain X2250, complete genome","18-DEC-2023","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7287,"Deng,C., Zhang,F., Luo,J. and Li,Y.","X2250","","China",NA,"09-Nov-2021","Throat and anal swabs","Goose","No",3,"No","No","12-3375",1,"3365-4910",1,"4926-7110",1,"Aves","B",NA
"OR924089","OR924089.1","Duck astrovirus CPH strain NM1002, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Deng,C., Luo,J. and Li,Y.","NM1002","","China",NA,"23-Mar-2021","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR924088","OR924088.1","Duck astrovirus CPH strain NM1001, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Deng,C., Luo,J. and Li,Y.","NM1001","","China",NA,"23-Mar-2021","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR924087","OR924087.1","Duck astrovirus CPH strain SD1002, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Deng,C., Luo,J. and Li,Y.","SD1002","","China",NA,"23-Mar-2021","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR924086","OR924086.1","Duck astrovirus CPH strain SD1001, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Deng,C., Luo,J. and Li,Y.","SD1001","","China",NA,"23-Mar-2021","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR907134","OR907134.1","Goose astrovirus strain G2332, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7299,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","G2332","","China",NA,"26-Oct-2022","Throat and anal swabs","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6992",1,"Aves","B",NA
"OR907133","OR907133.1","Goose astrovirus strain C1357, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","C1357","","China",NA,"21-Mar-2023","Throat and anal swabs","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OR907132","OR907132.1","Goose astrovirus strain A1082, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","A1082","","China",NA,"07-Mar-2023","Throat and anal swabs","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OR907131","OR907131.1","Goose astrovirus strain C1330, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","C1330","","China",NA,"21-Mar-2023","Throat and anal swabs","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OR907130","OR907130.1","Duck astrovirus CPH strain Q3001, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","Q3001","","China",NA,"22-May-2022","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR907129","OR907129.1","Duck astrovirus CPH strain T119, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","T119","","China",NA,"01-Apr-2023","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR907128","OR907128.1","Duck astrovirus CPH strain T129, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","T129","","China",NA,"04-Apr-2023","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR907127","OR907127.1","Duck astrovirus CPH strain C1350, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","C1350","","China",NA,"21-Mar-2023","Throat and anal swabs","Goose","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR907126","OR907126.1","Duck astrovirus CPH strain T90, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","T90","","China",NA,"29-Mar-2023","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves",NA,NA
"OR907125","OR907125.1","Duck astrovirus CPH strain T221, complete genome","18-DEC-2023","Duck astrovirus CPH","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7463,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","T221","","China",NA,"10-May-2023","tissue","Duck","No",3,"No","No","19-3445",1,"3435-4986",1,"5006-7244",1,"Aves","B",NA
"OR902765","OR902765.1","Goose astrovirus strain U50, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","U50","","China",NA,"19-Jun-2023","tissue","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OR902764","OR902764.1","Goose astrovirus strain U52, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","U52","","China",NA,"21-Jun-2023","tissue","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OR902763","OR902763.1","Goose astrovirus strain U56, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","U56","","China",NA,"25-Jun-2023","tissue","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OR902762","OR902762.1","Goose astrovirus strain U61, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","U61","","China",NA,"10-Jul-2023","tissue","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OR902761","OR902761.1","Goose astrovirus strain Q2001, complete genome","18-DEC-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","Q2001","","China",NA,"21-Oct-2023","tissue","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OR902760","OR902760.1","Duck astrovirus strain C1365, complete genome","18-DEC-2023","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7287,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","C1365","","China",NA,"20-Mar-2023","Throat and anal swabs","Goose","No",3,"No","No","12-3375",1,"3365-4910",1,"4926-7110",1,"Aves",NA,NA
"OR902759","OR902759.1","Duck astrovirus strain C1388, complete genome","18-DEC-2023","Duck astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini","Avastrovirus intestini","Astroviridae",7287,"Li,Y., Luo,J., Zhang,F.Y., Shang,J.J., Feng,Y.J., Meng,G., Deng,C.R., Jiang,W.M., Yu,X.H., Liu,G.H. and Liu,H.L.","C1388","","China",NA,"20-May-2023","Throat and anal swabs","Goose","No",3,"No","No","12-3375",1,"3365-4910",1,"4926-7110",1,"Aves","B",NA
"OQ986679","OQ986679.1","MAG: Avian astrovirus 3 isolate GEIG genomic sequence","10-DEC-2023","Avian astrovirus 3","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6531,"French,R.K., Anderson,S.H., Cain,K.E., Greene,T.C., Minor,M., Miskelly,C.M., Montoya,J.M., Muller,C.G., Taylor,M.W., Recovery Team,K. and Holmes,E.C.","","GEIG","New Zealand: Pukenui/Anchor Island",NA,"Feb-2021/Mar-2021","cloacal swab","Gerygone igata","Yes",3,"No","No","0-2553",1,"2648-4040",1,"3834-6327",1,"","G",NA
"OQ986609","OQ986609.1","MAG: Avian astrovirus 9 isolate RHFU genomic sequence","10-DEC-2023","Avian astrovirus 9","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6664,"French,R.K., Anderson,S.H., Cain,K.E., Greene,T.C., Minor,M., Miskelly,C.M., Montoya,J.M., Muller,C.G., Taylor,M.W., Recovery Team,K. and Holmes,E.C.","","RHFU","New Zealand: Pukenui/Anchor Island",NA,"Feb-2021/Mar-2021","cloacal swab","Rhipidura fuliginosa","Yes",3,"No","No","4037-6656",-1,"2490-3900",-1,"176-2537",-1,"","G",NA
"OQ986608","OQ986608.1","MAG: Avian astrovirus 5 isolate RHFU genomic sequence","10-DEC-2023","Avian astrovirus 5","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6520,"French,R.K., Anderson,S.H., Cain,K.E., Greene,T.C., Minor,M., Miskelly,C.M., Montoya,J.M., Muller,C.G., Taylor,M.W., Recovery Team,K. and Holmes,E.C.","","RHFU","New Zealand: Pukenui/Anchor Island",NA,"Feb-2021/Mar-2021","cloacal swab","Rhipidura fuliginosa","Yes",3,"No","No","36-2637",1,"2732-4127",1,"4130-6443",1,"","G",NA
"OQ986607","OQ986607.1","MAG: Avian astrovirus 4 isolate GEIG genomic sequence","10-DEC-2023","Avian astrovirus 4","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6631,"French,R.K., Anderson,S.H., Cain,K.E., Greene,T.C., Minor,M., Miskelly,C.M., Montoya,J.M., Muller,C.G., Taylor,M.W., Recovery Team,K. and Holmes,E.C.","","GEIG","New Zealand: Pukenui/Anchor Island",NA,"Feb-2021/Mar-2021","cloacal swab","Gerygone igata","Yes",3,"No","No","164-2726",1,"2701-4216",1,"4194-6450",1,"","G",NA
"OQ986677","OQ986677.1","MAG: Avian astrovirus 15 isolate GEIG genomic sequence","10-DEC-2023","Avian astrovirus 15","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",4789,"French,R.K., Anderson,S.H., Cain,K.E., Greene,T.C., Minor,M., Miskelly,C.M., Montoya,J.M., Muller,C.G., Taylor,M.W., Recovery Team,K. and Holmes,E.C.","","GEIG","New Zealand: Pukenui/Anchor Island",NA,"Feb-2021/Mar-2021","cloacal swab","Gerygone igata","Yes",3,"No","No","2-770",1,"772-2362",1,"2066-4607",1,"",NA,NA
"OQ986606","OQ986606.1","MAG: Avian astrovirus 14 isolate GEIG genomic sequence","10-DEC-2023","Avian astrovirus 14","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6655,"French,R.K., Anderson,S.H., Cain,K.E., Greene,T.C., Minor,M., Miskelly,C.M., Montoya,J.M., Muller,C.G., Taylor,M.W., Recovery Team,K. and Holmes,E.C.","","GEIG","New Zealand: Pukenui/Anchor Island",NA,"Feb-2021/Mar-2021","cloacal swab","Gerygone igata","Yes",3,"No","No","37-2632",1,"2655-4254",1,"4123-6469",1,"","G",NA
"OP946449","OP946449.1","Goose astrovirus isolate GAstV-SDHZ, complete genome","29-OCT-2023","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7166,"Wei,F., Tang,Y. and Diao,Y.","","GAstV-SDHZ","China",NA,"2022","","Laying hens","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
