Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 41,MT993583/NA/MW06-2o/Arenaria-interpres-(ruddy-turnstone)/2014,MinorParent, 9.76015722426857, 20, 10, 5, 5, 0, 8, 18, 4, 4, 6.32575305059458, 1.00896860986547, 0, 1, 20, 2.5, 0, 0,
 42,JF832365/NA/4175/Gallus-gallus/2006,Recombinant, 19.4847752101909, 20, 10, 10, 10, 5, 8, 18, 8, 0, 7.76031852356482, 0, 2, 2, 20, 5, 5, 20,
 42,KX397575/NA/CC-CkAstV/chicken/NA,MajorParent, 3.5655386428606, 0, 10, 0, 0, 5, 0, 0, 0, 4, 5.56724298694218, 0, 4, 0, 0, 0, 0, 15,
 42,MN807051/NA/AAstV-Chicken-CHN-2018-CZ1801/Gallus-gallus/2018,MinorParent, 6.94968614694851, 0, 0, 5, 5, 5, 4, 14, 4, 8, 6.672438489493, 0, 0, 1, 10, 2.5, 5, 0,
 43,MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019,Recombinant, 16.4915824093748, 20, 1, 5, 0, 5, 0, 0, 4, 4, 7.67182888588426, 1.33928571428571, 4, 1, 20, 2.5, 5, 0,
 43,MW846319/NA/CAstV-Chicken-CHN-2020-GD202013/chicken/2020,MajorParent, 8.82933559989805, 10, 1, 10, 0, 5, 0, 0, 8, 0, 5.77196987268934, 1.74107142857143, 4, 2, 10, 5, 0, 0,
 43,MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019,MinorParent, 4.67908199072714, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.5562012414264, 1.42857142857143, 4, 0, 0, 0, 0, 0,
 44,MW684833/NA/Chicken-NLD-2019-V-M-053-astro-2/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 14.2209105237342, 20, 10, 0, 10, 0, 8, 18, 0, 4, 6.99148304612359, 0, 2, 1, 20, 2.5, 0, 20,
 44,PV093023/NA/NA/Neogale-vison/2023,MajorParent, 8.94851983322869, 0, 0, 10, 0, 10, 4, 14, 8, 8, 7.37037644624728, 0, 0, 2, 0, 5, 0, 0,
 44,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,MinorParent, 6.83056964303712, 10, 0, 5, 5, 0, 0, 0, 4, 0, 5.63814050762914, .512249443207127, 4, 0, 20, 0, 0, 15,
 45,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,Recombinant, 18.0251374200119, 20, 10, 10, 0, 10, 8, 14, 4, 8, 7.16101021112364, 0, 4, 2, 20, 5, 5, 20,
 45,PX237222/NA/pigeon-FSU1/pigeon/2025,MajorParent, 9.56443558645463, 10, 10, 5, 10, 0, 4, 18, 8, 4, 6.81072283935387, .200445434298441, 0, 1, 10, 2.5, 0, 0,
 45,KT946723/NA/D11-336-2-HK/spotted-dove/NA,MinorParent, 2.41042699353347, 0, 0, 0, 5, 0, 0, 0, 0, 0, 6.02826694952249, 0, 4, 0, 0, 0, 0, 15,
 46,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,Recombinant, 19.0769620139511, 20, 10, 0, 0, 10, 0, 0, 0, 8, 7.09767081750509, 1.08888888888889, 0, 0, 20, 0, 0, 15,
 46,KT946723/NA/D11-336-2-HK/spotted-dove/NA,MajorParent, 8.18139313648302, 0, 10, 0, 0, 0, 0, 0, 0, 4, 6.36107192344752, .0888888888888889, 4, 0, 10, 0, 0, 20,
 46,PV093019/NA/NA/Neogale-vison/2023,MinorParent, 2.74164484956587, 10, 0, 0, 0, 0, 0, 0, 0, 0, 6.54125725904739, .288888888888889, 0, 0, 0, 0, 0, 0,
 47,OQ685946/NA/CAstV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,Recombinant, 18.8023053573528, 20, 10, 10, 10, 5, 8, 18, 8, 8, 8.64570473448333, 0, 4, 0, 20, 5, 5, 0,
 47,OR571426/NA/SDAU2022-3/chicken/2023,MajorParent, 7.12673622040253, 0, 10, 0, 5, 0, 4, 14, 0, 4, 5.96310885748818, 2.12860310421286, 2, 2, 10, 2.5, 0, 15,
 47,OR907130/NA/NA/Duck/2022,MinorParent, 4.07095842224471, 10, 0, 5, 0, 5, 0, 0, 4, 0, 5.39118640802849, 0, 0, 1, 0, 0, 0, 20,
 48,JF832365/NA/4175/Gallus-gallus/2006,Recombinant, 20.6631088235192, 20, 10, 10, 0, 10, 0, 0, 4, 8, 10.1492557352121, 4.97787610619469, 4, 2, 20, 2.5, 0, 20,
 48,KX397576/NA/CkP5/chicken/NA,MajorParent, 7.28319247862123, 10, 5, 5, 0, 0, 0, 0, 8, 4, 5.3869263702802, 0, 0, 1, 10, 5, 0, 0,
 48,EU143844/NA/NA/NA/NA,MinorParent, 2.05369869785959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46381789450768, 0, 2, 0, 0, 0, 0, 15,
 49,MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 12.0069095112002, 10, 0, 0, 10, 0, 0, 0, 0, 8, 7.36782836828239, 0, 4, 1, 20, 2.5, 0, 20,
 49,PV093022/NA/NA/Neogale-vison/2023,MajorParent, 9.04608980060733, 0, 5, 10, 5, 0, 4, 14, 8, 4, 6.80244820929527, 0, 0, 2, 0, 5, 5, 15,
 49,MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,MinorParent, 8.94700068819243, 20, 10, 5, 0, 0, 8, 18, 4, 0, 5.82972342242234, .398230088495575, 2, 0, 20, 0, 0, 0,
 50,PV093022/NA/NA/Neogale-vison/2023,Recombinant, 10.8352610287551, 0, 5, 10, 5, 5, 4, 14, 4, 0, 7.53088473685719, 0, 4, 2, 0, 5, 5, 0,
 50,MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,MajorParent, 10.1393313218935, 0, 10, 5, 0, 5, 8, 18, 8, 8, 6.39510448802784, .155210643015521, 0, 1, 0, 0, 0, 20,
 50,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 9.02540764935141, 20, 0, 0, 10, 0, 0, 0, 0, 4, 6.07401077511497, .0443458980044346, 2, 0, 20, 2.5, 5, 15,
 51,KY038163/NA/CAstV-INDIA-ANAND-2016/chicken/2016,Recombinant, 14.2644476609504, 10, 0, 10, 10, 5, 8, 18, 8, 4, 6.4557726377577, 0, 0, 2, 10, 5, 0, 20,
 51,MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015,MajorParent, 3.97844538016037, 0, 0, 5, 5, 5, 4, 14, 4, 0, 6.45291668659035, 0, 0, 1, 0, 0, 0, 0,
 51,MN725025/NA/NA/chicken/2018,MinorParent, 11.7571069588893, 20, 10, 0, 0, 5, 0, 0, 0, 8, 7.09131067565195, .266075388026608, 4, 0, 20, 2.5, 0, 15,
 52,KF753807/NA/NA/NA/2012,Recombinant, 15.1480794546416, 20, 1, 10, 10, 0, 8, 18, 8, 0, 6.84185413739752, 0, 4, 2, 20, 5, 5, 0,
 52,JX439643/NA/NA/duck/2012,MajorParent, 8.89222000775042, 20, 1, 0, 0, 10, 0, 0, 0, 8, 6.59136508331703, .884955752212389, 0, 0, 20, 0, 0, 20,
 52,EU143850/NA/NA/NA/NA,MinorParent, 5.95970053760795, 0, 1, 5, 5, 0, 4, 14, 4, 4, 6.56678077928545, 0, 2, 1, 0, 2.5, 5, 15,
 53,KF753805/NA/NA/NA/2012,Recombinant, 12.8558035681738, 20, 1, 10, 5, 0, 8, 18, 8, 0, 6.48515621392658, 0, 4, 2, 20, 5, 5, 0,
 53,MN149394/NA/D200/Jinding-ducks/2013,MajorParent, 9.04761986171908, 20, 1, 0, 10, 10, 0, 0, 0, 8, 6.27778680071976, .573951434878587, 0, 0, 20, 0, 0, 20,
 53,EU143850/NA/NA/NA/NA,MinorParent, 8.0965765701071, 0, 1, 5, 0, 0, 4, 14, 4, 4, 7.23705698535366, 0, 2, 1, 0, 2.5, 5, 15,
 54,KF753804/NA/NA/NA/2012,Recombinant, 13.2632953517946, 20, 1, 10, 5, 0, 8, 18, 8, 0, 6.58042503179214, 0, 4, 2, 20, 5, 5, 0,
 54,MN149394/NA/D200/Jinding-ducks/2013,MajorParent, 11.2663600559535, 20, 1, 0, 10, 10, 0, 0, 0, 8, 7.11337060149967, .550660792951542, 0, 0, 20, 0, 0, 20,
 54,EU143850/NA/NA/NA/NA,MinorParent, 5.47034459225192, 0, 1, 5, 0, 0, 4, 14, 4, 4, 6.30620436670819, 0, 2, 1, 0, 2.5, 5, 15,
 55,PP871786/NA/astro-vt-68/Gallus-gallus/2014,Recombinant, 14.4689480823099, 0, 5, 10, 5, 5, 4, 14, 8, 8, 7.8377697613664, 1.6043956043956, 0, 2, 10, 5, 5, 20,
 55,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,MajorParent, 14.1756145125649, 20, 10, 5, 10, 5, 8, 18, 4, 4, 6.12443424122558, .835164835164835, 0, 1, 20, 0, 0, 15,
 55,OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 1.35543740512519, 0, 0, 0, 0, 5, 0, 0, 0, 0, 6.03779599740803, .703296703296703, 4, 0, 0, 2.5, 0, 0,
 56,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 17.3053954450827, 20, 1, 10, 10, 5, 8, 18, 8, 8, 6.84138240111384, .637362637362637, 4, 2, 20, 5, 0, 20,
 56,OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 6.93180104265576, 10, 1, 0, 0, 5, 0, 0, 4, 4, 6.93732089575269, 0, 4, 0, 0, 2.5, 0, 20,
 56,OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 5.76280351226158, 0, 1, 5, 5, 5, 4, 14, 0, 0, 6.22129670313347, .32967032967033, 4, 1, 20, 0, 0, 0,
 57,MT138010/NA/prf037ast2/NA/2018,Recombinant, 15.8957462293223, 20, 10, 0, 0, 5, 0, 0, 4, 4, 7.40483549573084, .175438596491228, 4, 2, 20, 0, 0, 20,
 57,MT138011/NA/prf038ast1/NA/2018,MajorParent, 13.9547510157553, 20, 10, 0, 0, 5, 0, 0, 8, 8, 6.35927506357692, 0, 2, 1, 20, 0, 0, 15,
 57,MT137996/NA/cfe153ast01/NA/2018,MinorParent, .149502754922448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.23588944069224, 0, 0, 0, 0, 0, 0, 0,
 58,HQ889774/NA/NA/pigeon/2010,Recombinant, 11.4026167131114, 20, 10, 10, 0, 5, 0, 0, 8, 0, 6.6980424421769, .350877192982456, 4, 1, 20, 2.5, 0, 20,
 58,MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 9.76382672947171, 0, 0, 0, 10, 5, 4, 14, 0, 8, 7.63567645083849, .241228070175439, 4, 2, 0, 5, 0, 20,
 58,HM029238/NA/NA/chicken/2009,MinorParent, 8.83355655741692, 10, 0, 5, 0, 5, 8, 18, 4, 0, 5.66628110698461, 1.00877192982456, 4, 0, 20, 0, 0, 20,
 59,HQ889774/NA/NA/pigeon/2010,Recombinant, 16.9548253437858, 10, 5, 10, 10, 0, 8, 18, 8, 8, 7.04760315297561, 0, 0, 2, 20, 5, 0, 15,
 59,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 6.36167207070329, 0, 0, 0, 0, 10, 4, 14, 0, 4, 6.5553616674692, .284463894967177, 4, 1, 0, 2.5, 0, 20,
 59,MW684826/NA/Chicken-NLD-2019-V-M-039-astro-2/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 6.68350258551093, 20, 10, 5, 5, 0, 0, 0, 4, 0, 6.3970351795552, .109409190371991, 4, 0, 20, 0, 0, 0,
 60,ON964512/NA/NA/Gallus-gallus/2020,Recombinant, 12.3462410138612, 0, 1, 5, 0, 5, 0, 0, 4, 8, 6.9293822352461, 0, 4, 2, 20, 5, 0, 0,
 60,AB033998/NA/NA/NA/NA,MajorParent, 8.29400367408072, 0, 1, 10, 0, 5, 0, 0, 8, 0, 7.00812259559644, .216919739696312, 4, 1, 0, 0, 0, 0,
 60,PV093022/NA/NA/Neogale-vison/2023,MinorParent, 9.35975531205812, 20, 1, 0, 0, 5, 0, 0, 0, 4, 6.06249516915746, .737527114967462, 4, 0, 20, 2.5, 0, 0,
 61,MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 12.8196261424892, 0, 0, 10, 0, 5, 8, 18, 8, 8, 7.66562277459145, 1.05831533477322, 2, 2, 0, 5, 5, 0,
 61,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 6.26402864977042, 10, 10, 0, 5, 0, 4, 14, 0, 4, 5.75590989501673, .0431965442764579, 0, 0, 0, 0, 0, 20,
 61,PV093023/NA/NA/Neogale-vison/2023,MinorParent, 10.9163452077404, 20, 10, 5, 10, 5, 0, 0, 4, 0, 6.57846733039182, .0647948164146868, 4, 1, 20, 2.5, 5, 15,
 62,MN920672/NA/ytb090ast01/NA/2018,Recombinant, 17.2320247336705, 20, 1, 0, 0, 5, 0, 0, 0, 8, 7.1393178971626, 0, 4, 2, 20, 0, 0, 0,
 62,MT137992/NA/bfb201ast01/NA/2018,MajorParent, 3.1754576158134, 0, 1, 0, 0, 5, 0, 0, 4, 0, 6.13634796871055, 0, 4, 0, 0, 0, 0, 0,
 62,MN920671/NA/ytb089ast01/NA/2018,MinorParent, 9.59251765051612, 10, 1, 0, 0, 5, 0, 0, 8, 0, 6.72433413412685, 0, 4, 1, 10, 0, 0, 0,
 63,PV093023/NA/NA/Neogale-vison/2023,Recombinant, 13.8729013074358, 20, 10, 0, 10, 5, 0, 0, 0, 8, 7.19723840121722, .0432900432900433, 0, 2, 20, 5, 5, 20,
 63,AB033998/NA/NA/NA/NA,MajorParent, 4.34214812400662, 10, 0, 5, 5, 5, 4, 14, 4, 4, 6.00701827106789, .519480519480519, 0, 0, 0, 2.5, 0, 0,
 63,MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,MinorParent, 11.7849505685575, 0, 10, 10, 0, 5, 8, 18, 8, 0, 6.79574332771489, 1.25541125541126, 4, 1, 10, 0, 0, 15,
 64,MN732559/NA/NA/Gallus-gallus-(broiler)/2017,Recombinant, 13.5743905471732, 20, 1, 10, 5, 5, 0, 14, 4, 8, 7.17880327455593, 0, 4, 2, 20, 5, 0, 0,
 64,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,MajorParent, 6.96197048652992, 0, 1, 0, 10, 5, 8, 18, 0, 0, 5.50799378233449, 0, 4, 0, 0, 0, 5, 0,
 64,ON964512/NA/NA/Gallus-gallus/2020,MinorParent, 9.46363896629687, 10, 1, 5, 0, 5, 4, 0, 8, 4, 7.31320294310958, 0, 4, 1, 10, 2.5, 0, 0,
 65,ON382520/NA/GAstV-GD2102/goose/2021,Recombinant, 20.395778029918, 20, 10, 10, 0, 10, 0, 0, 0, 8, 11.1068575348565, 7.47300215982721, 4, 2, 20, 5, 5, 20,
 65,OL982614/NA/JSCZ15/goose/2015,MajorParent, 8.7369570376484, 10, 5, 5, 0, 0, 0, 0, 8, 4, 5.58511274553992, 1.4902807775378, 0, 1, 10, 0, 0, 15,
 65,PP871812/NA/astro-vt-94/Canis-lupus-familiaris/2014,MinorParent, .867264932433578, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3.30802971960359, .345572354211663, 2, 0, 0, 2.5, 0, 0,
 66,MG599917/NA/NA/Gekko-similignum/NA,Recombinant, 15.2462855519682, 20, 1, 10, 0, 5, 8, 18, 8, 8, 4.81547449966869, 0, 4, 2, 20, 5, 5, 0,
 66,ON382520/NA/GAstV-GD2102/goose/2021,MajorParent, 5.53356361567074, 0, 1, 0, 10, 5, 0, 0, 0, 0, 10.1412876632369, .302375809935205, 4, 0, 0, 2.5, 0, 0,
 66,MG599918/NA/NA/Hemidactylus-bowringii/NA,MinorParent, 9.22015083236106, 20, 1, 5, 0, 5, 8, 14, 4, 4, 5.04323783709442, .0863930885529158, 4, 1, 20, 0, 0, 0,
 67,PV524668/NA/JXNC1/goose/2025,Recombinant, 17.4182694527756, 20, 10, 10, 5, 0, 8, 18, 8, 0, 7.69921530127782, 1.14224137931034, 2, 2, 20, 0, 0, 15,
 67,MN109955/NA/NA/goose/2018,MajorParent, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 5.41086885558676, 1.05603448275862, 0, 0, 0, 2.5, 0, 20,
 67,ON382520/NA/GAstV-GD2102/goose/2021,MinorParent, 12.5817305472244, 20, 0, 5, 10, 10, 4, 14, 4, 8, 6.88991584313543, .883620689655172, 4, 1, 20, 5, 0, 0,
 68,OR907134/NA/NA/Goose/2022,Recombinant, 14.902712195044, 10, 10, 10, 0, 5, 0, 0, 8, 4, 6.9344039017854, 0, 4, 2, 20, 5, 5, 20,
 68,OP776630/NA/NA/goose/2021,MajorParent, 4.55290118552797, 0, 0, 0, 0, 5, 0, 0, 0, 8, 6.16848827200952, .494623655913978, 4, 0, 0, 0, 0, 20,
 68,NC_034567/NA/FLX/Hortobagy-goose/2014,MinorParent, 10.544386619428, 20, 10, 5, 0, 5, 0, 0, 4, 0, 6.89710782620508, .172043010752688, 4, 1, 20, 2.5, 5, 0,
 69,MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,Recombinant, 21.3888017364564, 20, 10, 10, 5, 5, 8, 18, 8, 8, 7.63329912996149, .600858369098712, 4, 2, 20, 5, 5, 20,
 69,OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 4.27023340299485, 0, 0, 0, 0, 5, 4, 14, 0, 4, 6.04373798965994, 0, 4, 0, 0, 0, 0, 15,
 69,MW684824/NA/Chicken-NLD-2019-V-M-038-astro-5/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 4.34096486054874, 10, 5, 5, 10, 0, 0, 0, 4, 0, 6.32296288037857, 0, 4, 1, 0, 2.5, 0, 0,
 70,MW684826/NA/Chicken-NLD-2019-V-M-039-astro-2/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 20.1748980236187, 20, 10, 10, 0, 5, 0, 0, 4, 8, 6.92301746966106, .10752688172043, 4, 2, 20, 5, 5, 20,
 70,MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,MajorParent, 4.70516915228978, 0, 5, 5, 0, 5, 0, 0, 8, 4, 6.79879841061493, 1.20430107526882, 0, 0, 0, 0, 0, 0,
 70,AB033998/NA/NA/NA/NA,MinorParent, 5.11993282409151, 10, 0, 0, 0, 5, 0, 0, 0, 0, 6.27818411972402, .537634408602151, 2, 1, 0, 2.5, 0, 15,
 71,EU143851/NA/NA/NA/NA,Recombinant, 17.5258963751941, 20, 10, 10, 5, 10, 8, 14, 8, 4, 7.42410313349181, .408602150537634, 4, 2, 20, 5, 5, 20,
 71,EU143844/NA/NA/NA/NA,MajorParent, 3.26118657168115, 0, 0, 0, 0, 0, 0, 18, 0, 8, 6.66670490291732, .344086021505376, 0, 0, 0, 0, 0, 0,
 71,EU143847/NA/NA/NA/NA,MinorParent, 9.21291705312475, 20, 10, 5, 10, 0, 4, 0, 4, 0, 5.90919196359087, 0, 4, 1, 20, 2.5, 5, 15,
 72,MW588062/NA/NA/NA/NA,Recombinant, 13.2258469900886, 20, 10, 10, 5, 0, 4, 14, 8, 4, 7.33373128603613, .602150537634409, 0, 0, 20, 2.5, 0, 0,
 72,FJ919227/NA/NA/duck/NA,MajorParent, 3.86453999771956, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5.93690097761371, .193548387096774, 2, 2, 0, 5, 5, 15,
 72,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,MinorParent, 12.9096130121919, 10, 10, 5, 10, 10, 8, 18, 4, 0, 6.72936773635016, .473118279569892, 4, 1, 10, 0, 0, 20,
 73,MW588062/NA/NA/NA/NA,Recombinant, 15.714304639573, 20, 1, 10, 0, 5, 4, 14, 8, 8, 6.54777265786779, 0, 4, 2, 20, 5, 0, 0,
 73,OM273310/NA/NA/goose/2021,MajorParent, 6.72679982939418, 0, 1, 0, 10, 5, 8, 18, 0, 0, 6.09919194858275, 2.23655913978495, 4, 0, 0, 2.5, 0, 0,
 73,FJ919228/NA/NA/duck/NA,MinorParent, 7.55889553103279, 0, 1, 5, 5, 5, 0, 0, 4, 4, 7.35303539354946, 1.91397849462366, 4, 1, 0, 0, 0, 0,
 74,MW588062/NA/NA/NA/NA,Recombinant, 15.0083778640132, 20, 1, 5, 10, 5, 8, 18, 4, 0, 7.32637819358676, 0, 4, 2, 20, 2.5, 0, 0,
 74,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,MajorParent, 9.78615468898992, 20, 1, 10, 5, 5, 0, 0, 8, 4, 6.21711024795813, 0, 4, 1, 20, 0, 0, 0,
 74,PV780436/NA/JX04/Anser-anser/2023,MinorParent, 5.2054674469969, 0, 1, 0, 0, 5, 4, 14, 0, 8, 6.45651155845512, 2.25806451612903, 4, 0, 0, 5, 0, 0,
 75,MH410610/NA/NA/goslings/2017,Recombinant, 14.3140712814553, 10, 0, 10, 10, 5, 8, 18, 8, 8, 6.67350205368028, 0, 2, 2, 10, 5, 5, 15,
 75,OP272633/NA/AH33-3/goose/2021,MajorParent, 5.87036045821794, 0, 10, 0, 0, 5, 0, 0, 0, 4, 6.56255206061508, .989247311827957, 0, 0, 20, 0, 0, 20,
 75,PP763758/NA/AAstV-Goose-CHN-2023-C102/goose/2023,MinorParent, 9.81556826032678, 20, 10, 5, 5, 5, 4, 14, 4, 0, 6.76394588570464, 0, 4, 1, 0, 2.5, 5, 0,
 76,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 19.9905200424093, 20, 10, 10, 10, 10, 8, 18, 8, 8, 6.8933504771047, .451612903225806, 4, 2, 20, 5, 5, 20,
 76,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 7.91624691445005, 20, 10, 5, 5, 0, 0, 0, 0, 4, 6.55777778756303, .516129032258065, 0, 1, 20, 2.5, 0, 15,
 76,MT585644/NA/VF16-03-164b/Gallus-gallus-broiler-chicken/2016,MinorParent, 2.09323304314065, 0, 0, 0, 0, 0, 4, 14, 4, 0, 6.54887173533227, .0860215053763441, 0, 0, 0, 0, 0, 0,
 77,PP382209/NA/J3-2021/Jiangnan-White-Goose/2021,Recombinant, 17.0688548632509, 10, 1, 10, 5, 10, 4, 14, 8, 8, 7.71444943037089, 0, 0, 2, 20, 5, 5, 20,
 77,OR924093/NA/NA/Goose/2021,MajorParent, 5.8618924665131, 0, 1, 0, 10, 0, 8, 18, 0, 4, 6.56726230185142, 2.79569892473118, 4, 0, 0, 0, 0, 0,
 77,MW353015/NA/TZ03/goose/2019,MinorParent, 7.06925267023603, 20, 1, 5, 0, 0, 0, 0, 4, 0, 5.71828826777769, 0, 4, 1, 10, 2.5, 5, 15,
 78,PX237222/NA/pigeon-FSU1/pigeon/2025,Recombinant, 16.4904001753521, 20, 1, 5, 0, 5, 0, 0, 8, 0, 7.2044412888377, .193548387096774, 4, 1, 20, 5, 0, 20,
 78,KT946725/NA/D10-5628-HK/spotted-dove/NA,MajorParent, 8.4198645719607, 10, 1, 10, 0, 5, 0, 0, 4, 8, 6.38600460391116, 0, 0, 0, 20, 2.5, 0, 0,
 78,KT946723/NA/D11-336-2-HK/spotted-dove/NA,MinorParent, 5.08973525268723, 0, 1, 0, 0, 5, 0, 0, 0, 4, 6.40955410725114, 0, 4, 2, 0, 0, 0, 15,
 79,OR907131/NA/NA/Goose/2023,Recombinant, 19.1671579786037, 20, 1, 10, 0, 10, 8, 18, 8, 8, 7.24147459975677, 0, 2, 2, 20, 5, 5, 15,
 79,OP272633/NA/AH33-3/goose/2021,MajorParent, 4.70421258224839, 0, 1, 0, 5, 0, 0, 0, 0, 4, 6.35432068954492, .944206008583691, 0, 0, 20, 0, 0, 20,
 79,PP763758/NA/AAstV-Goose-CHN-2023-C102/goose/2023,MinorParent, 6.12862943914794, 10, 1, 5, 10, 0, 4, 14, 4, 0, 6.40420471069832, 0, 4, 1, 0, 2.5, 5, 0,
 80,OQ685946/NA/CAstV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,Recombinant, 11.0608099769412, 10, 10, 10, 0, 5, 0, 0, 8, 0, 7.25168230976511, 0, 4, 2, 0, 5, 5, 0,
 80,MT138010/NA/prf037ast2/NA/2018,MajorParent, 9.20735368318305, 0, 0, 5, 10, 5, 8, 18, 4, 8, 6.46066788626016, .1931330472103, 4, 0, 0, 2.5, 0, 0,
 80,MT138011/NA/prf038ast1/NA/2018,MinorParent, 9.73183633987573, 20, 0, 0, 10, 5, 8, 18, 0, 8, 6.28764980397473, .171673819742489, 4, 1, 0, 0, 0, 0,
 81,OR351273/NA/JS202103/Gallus-gallus/2021,Recombinant, 14.002706031268, 0, 10, 0, 10, 5, 8, 18, 0, 0, 6.71907752043941, 0, 4, 2, 0, 5, 5, 0,
 81,MT138010/NA/prf037ast2/NA/2018,MajorParent, 8.75207190577806, 0, 0, 10, 0, 5, 0, 0, 8, 8, 6.70210693573534, 0, 4, 0, 20, 0, 0, 0,
 81,MT138011/NA/prf038ast1/NA/2018,MinorParent, 7.24522206295394, 20, 0, 5, 0, 5, 0, 0, 4, 8, 6.57881554382525, 0, 4, 1, 0, 2.5, 0, 0,
 82,HM029238/NA/NA/chicken/2009,Recombinant, 12.0430900091098, 20, 10, 5, 10, 5, 8, 0, 0, 8, 6.98996458244409, 0, 4, 2, 0, 5, 0, 0,
 82,MT138010/NA/prf037ast2/NA/2018,MajorParent, 10.673238791388, 0, 0, 10, 0, 5, 0, 18, 8, 0, 6.59281106206097, 0, 4, 0, 20, 0, 5, 0,
 82,MT138011/NA/prf038ast1/NA/2018,MinorParent, 7.2836711995022, 10, 0, 0, 0, 5, 0, 18, 4, 0, 6.41722435549494, 0, 4, 1, 20, 2.5, 0, 0,
 83,OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 13.7359178962622, 20, 10, 5, 5, 5, 4, 14, 4, 4, 8.29879127818257, 0, 4, 2, 20, 5, 0, 0,
 83,PV093018/NA/NA/Neogale-vison/2023,MajorParent, 3.03523580500119, 0, 0, 10, 0, 5, 0, 0, 8, 0, 5.39707267926176, 0, 4, 0, 0, 2.5, 0, 0,
 83,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,MinorParent, 13.2288462987366, 10, 10, 0, 10, 5, 8, 18, 0, 8, 6.30413604255567, .344086021505376, 4, 1, 20, 0, 5, 0,
 84,MH453800/NA/AstV-Red-necked-Avocet-MW08-Interior/Red-necked-Avocet/2013,Recombinant, 15.7072442953867, 20, 1, 10, 0, 5, 8, 18, 8, 0, 7.05133264063559, .926724137931034, 4, 0, 20, 0, 0, 0,
