ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class,1A,1A-strand,1B,1B-strand,2,2-strand
MW504552,MW504552.1,MAG: Mamastrovirus 3 isolate 15214_AST_len_6117_cov_31.526724 mRNA sequence,01-FEB-2022,Mamastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suis,Mamastrovirus suis,Astroviridae,6108,"Ramesh,A., Bailey,E.S., Ahyong,V., Phelps,M., Tato,C., Gary,G. and DeRisi,J.L.",,15214_AST_len_6117_cov_31.526724,USA,,09-Oct-2018,fecal samples,Sus scrofa,Yes,3,No,No,Mammalia,2-2390,1.0,2335-3853,1.0,3797-6108,1.0
MZ819170,MZ819170.1,"Porcine astrovirus 5 isolate PoAstV5/Swine/CHI/FB036/2017, complete genome",08-JAN-2022,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6499,"Flores,C., Ariyama,N., Bennet,B., Mena,J., Verdugo,C., Mor,S., Brito,B., Ramirez,G. and Neira,V.",,PoAstV5/Swine/CHI/FB036/2017,Chile,,2017,feces,Sus scrofa,No,3,No,No,Mammalia,100-2719,1.0,2679-4191,1.0,4174-6382,1.0
MZ150559,MZ150559.1,"Avian nephritis virus isolate ANV/Chicken/CHN/2020/AH202017, complete genome",04-JAN-2022,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6951,"Yin,L., Zhou,Q., Mai,K., Huang,J. and Zhou,Q.",,ANV/Chicken/CHN/2020/AH202017,China,,2020,,chicken,No,3,No,No,Aves,8-3056,1.0,3043-4576,1.0,4595-6635,1.0
OK107514,OK107514.1,"Caprine astrovirus strain SWUN/ECJK3/2021, partial genome",24-NOV-2021,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6387,"Jiayi,W., Mengting,Z. and Chenxia,X.",SWUN/ECJK3/2021,,China,,2021,stool,goat,No,3,No,No,Mammalia,30-2580,1.0,2534-4100,1.0,4092-6372,1.0
KT946721,KT946721.1,"Avian astrovirus isolate D11-148.2/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6877,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-148.2/HK,Hong Kong,,,,white eye,No,3,No,No,,19-2938,1.0,2904-4434,1.0,4437-6672,1.0
KT946718,KT946718.1,"Avian astrovirus isolate D11-139/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6719,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-139/HK,Hong Kong,,,,house crow,No,3,No,No,Aves,26-2666,1.0,2632-4198,1.0,4154-6527,1.0
MZ375143,MZ375143.1,"MAG: Astroviridae sp. isolate 5PT-RDRP-3 ORF1ab gene, partial cds",20-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5398,"Lu,J., Shen,Q. and Zhang,W.",,5PT-RDRP-3,China,,2020,feces,Phrynocephalus theobaldi,Yes,1,No,No,Lepidosauria,1-3016,1.0,3015-5058,1.0,NA-NA,
MZ375141,MZ375141.1,"MAG: Astroviridae sp. isolate 5PT-RDRP-1 ORF1ab and capsid protein genes, complete cds",20-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,8068,"Lu,J., Shen,Q. and Zhang,W.",,5PT-RDRP-1,China,,2020,feces,Phrynocephalus theobaldi,Yes,2,No,No,Lepidosauria,46-3103,1.0,3102-5157,1.0,5065-7774,1.0
MZ375140,MZ375140.1,"MAG: Astroviridae sp. isolate 4PT-RDRP-1 ORF1ab gene, partial cds",20-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5062,"Lu,J., Shen,Q. and Zhang,W.",,4PT-RDRP-1,China,,2020,feces,Phrynocephalus theobaldi,Yes,1,No,No,Lepidosauria,311-3287,1.0,3286-5062,1.0,NA-NA,
MZ375148,MZ375148.1,"MAG: Astroviridae sp. isolate 6PT-RDRP-2 ORF1ab gene, partial cds",18-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2203,"Lu,J., Shen,Q. and Zhang,W.",,6PT-RDRP-2,China,,2020,feces,Phrynocephalus theobaldi,Yes,1,No,No,Lepidosauria,NA-NA,,0-1899,1.0,NA-NA,
MZ375139,MZ375139.1,"MAG: Astroviridae sp. isolate 3PE-RDRP-2 ORF1a, ORF1b, and capsid protein genes, complete cds",18-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7312,"Lu,J., Shen,Q. and Zhang,W.",,3PE-RDRP-2,China,,2020,feces,Phrynocephalus erythrurus,Yes,3,No,No,Lepidosauria,109-3088,1.0,3252-4605,1.0,4626-6885,1.0
MZ375134,MZ375134.1,"MAG: Astroviridae sp. isolate 1PE-RDRP-4 ORF1a, ORF1b, and capsid protein genes, complete cds",18-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7845,"Lu,J., Shen,Q. and Zhang,W.",,1PE-RDRP-4,China,,2020,feces,Phrynocephalus erythrurus,Yes,3,No,No,Lepidosauria,108-3531,1.0,3725-5129,1.0,4746-7737,1.0
MZ375133,MZ375133.1,"MAG: Astroviridae sp. isolate 1PE-RDRP-3 ORF1a, ORF1b, and capsid protein genes, complete cds",18-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,8038,"Lu,J., Shen,Q. and Zhang,W.",,1PE-RDRP-3,China,,2020,feces,Phrynocephalus erythrurus,Yes,3,No,No,Lepidosauria,38-3566,1.0,3760-5155,1.0,5069-7748,1.0
MZ291970,MZ291970.1,"Astroviridae sp. isolate G20_108 RdRp gene, partial cds",10-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3801,"Bonny,P., Schaeffer,J., Besnard,A. and Le Guyader,F.S.",,G20_108,Cameroon,,01-Jan-2019,shellfish,environment,No,1,No,No,,NA-NA,,2001-3801,1.0,NA-NA,
MZ603076,MZ603076.1,MAG: Mamastrovirus sp. isolate HAstV-VA2_RVAB genomic sequence,22-SEP-2021,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6447,"Simsek,C. and Matthijnssens,J.",,HAstV-VA2_RVAB,,,2010,feces,,Yes,3,No,No,,NA-NA,,2748-4251,1.0,4251-6447,1.0
MW826371,MW826371.1,Avastrovirus sp. isolate XZN01 genomic sequence,20-SEP-2021,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6820,"Zhu,W., Huang,Y. and Yang,J.",,XZN01,China,,Apr-2018,feces,bird,No,3,No,No,,2-2771,1.0,2929-4438,1.0,4274-6644,1.0
MT832894,MT832894.1,"Human astrovirus 1 strain MAstV-1/Hu/BRA/TO-162/2011, complete genome",15-SEP-2021,Human astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,6795,"Luchs,A.",MAstV-1/Hu/BRA/TO-162/2011,TO-162,Brazil,,2011,feces,Homo sapiens,No,3,No,No,Mammalia,85-2893,1.0,2820-4380,1.0,4372-6736,1.0
BR001717,BR001717.1,"TPA_asm: Macaque MLB-like astrovirus macaque_feces/2019/624 genes for ORF1a protein, ORF1b protein, ORF2 protein, complete cds",19-AUG-2021,Macaque MLB-like astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6082,"Kawasaki,J. and Horie,M.",,macaque_feces/2019/624,,,,,Macaca mulatta,No,3,No,No,Mammalia,7-2338,1.0,2337-3816,1.0,3670-6031,1.0
MT993596,MT993596.1,"MAG: Carnarvon virus isolate MW10_1o non-structural polyprotein (ORF1ab) and structural protein (ORF2) genes, complete cds",14-JUL-2021,Carnarvon virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6928,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.",,MW10_1o,Australia,,2015,Tasmania,Arenaria interpres (ruddy turnstone),Yes,2,No,No,Aves,22-3316,1.0,3303-4833,1.0,4854-6846,1.0
MT993595,MT993595.1,"MAG: Blencathra virus isolate MW09_1o non-structural polyprotein (ORF1ab) gene, partial cds; and structural protein (ORF2) gene, complete cds",14-JUL-2021,Blencathra virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7436,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.",,MW09_1o,Australia,,2015,Tasmania,Arenaria interpres (ruddy turnstone),Yes,2,No,No,Aves,0-3417,1.0,3362-4928,1.0,4931-7187,1.0
MT993583,MT993583.1,"MAG: Neva virus isolate MW06_2o non-structural polyprotein (ORF1ab) and structural protein (ORF2) genes, complete cds",14-JUL-2021,Neva virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6842,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.",,MW06_2o,Australia,,2014,Tasmania,Arenaria interpres (ruddy turnstone),Yes,2,No,No,Aves,14-3017,1.0,3016-4546,1.0,4564-6556,1.0
MZ218053,MZ218053.1,MAG: Bat astrovirus isolate BtAstV/21164-6-A/M.dau/DK/2015 genomic sequence,09-JUN-2021,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6619,"Lazov,C.M., Belsham,G.J., Boetner,A. and Rasmussen,T.B.",,BtAstV/21164-6-A/M.dau/DK/2015,Denmark: Moensted,,Nov-2015,feces,Myotis daubentonii,Yes,2,No,No,Mammalia,2-2681,1.0,2680-4249,1.0,4241-6619,1.0
MN832787,MN832787.1,"MAG: Bat astrovirus isolate BtAstV/13585-58/M.dau/DK/2014, complete genome",09-JUN-2021,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6557,"Lazov,C.M., Belsham,G.J., Boetner,A. and Rasmussen,T.B.",,BtAstV/13585-58/M.dau/DK/2014,Denmark,,Oct-2014,feces,Myotis daubentonii,Yes,2,No,No,Mammalia,37-2605,1.0,2604-4155,1.0,4167-6366,1.0
MW645024,MW645024.1,"Murray-Darling rainbowfish astrovirus RNA-dependent RNA polymerase gene, complete cds",01-MAY-2021,Murray-Darling rainbowfish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1989,"Costa,V.A., Mifsud,J.C.O., Gilligan,D., Williamson,J.E., Holmes,E.C. and Geoghegan,J.L.",F7,,Australia,,01-Feb-2020,liver and gills,Melanotaenia fluviatilis,No,1,No,No,Actinopteri,NA-NA,,0-1989,1.0,NA-NA,
MW249010,MW249010.1,"Bat astrovirus isolate DesRot/Peru/AYA14_F_DrAstV, complete genome",09-APR-2021,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5310,"Bergner,L., Mollentze,N., Orton,R., Tello,C., Broos,A., Biek,R. and Streicker,D.",,DesRot/Peru/AYA14_F_DrAstV,Peru,,2016,,Desmodus rotundus,No,3,No,No,Mammalia,194-1376,1.0,1393-2875,1.0,2876-5051,1.0
MW037839,MW037839.1,"Feline astrovirus 3 strain FAstV3-AUS, complete genome",01-DEC-2020,Feline astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6458,"Van Brussel,K., Wang,X., Shi,M., Carrai,M., Li,J., Martella,V., Beatty,J.A., Holmes,E.C. and Barrs,V.R.",FAstV3-AUS,,Australia,,Jun-2018,feces,Felis catus,No,3,No,No,Mammalia,13-2512,1.0,2475-4035,1.0,3991-6352,1.0
KY933399,KY933399.1,"Mamastrovirus 3 isolate U460 polyprotein, nonstructural protein, and capsid protein genes, partial cds",24-NOV-2020,Mamastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suis,Mamastrovirus suis,Astroviridae,5281,"Njuguna,J.N. and Djikeng,A.",,U460,Uganda,,Nov-2012,feces,pig,No,3,No,No,Mammalia,1-1615,1.0,1575-3144,1.0,3133-5281,1.0
MT734809,MT734809.1,"Bat astrovirus isolate BAstV/RB, complete genome",31-OCT-2020,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6650,"Li,Y., Altan,E., Reyes,G. and Delwart,E.",,BAstV/RB,USA,,Feb-2020,guano samples,bat,No,3,No,No,,5-2702,1.0,2719-4201,1.0,4154-6395,1.0
MT138010,MT138010.1,MAG: Astroviridae sp. isolate prf037ast2 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7468,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,prf037ast2,,,2018,anal swab,,Yes,3,No,No,,918-3636,1.0,3782-5120,1.0,5144-7163,1.0
MT138007,MT138007.1,MAG: Astroviridae sp. isolate ltr178ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7141,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ltr178ast1,,,2018,anal swab,,Yes,3,No,No,,264-3363,1.0,3395-4847,1.0,4871-6863,1.0
MT138005,MT138005.1,MAG: Astroviridae sp. isolate hwf041ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6943,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,hwf041ast1,,,2018,anal swab,,Yes,3,No,No,,199-3271,1.0,3303-4755,1.0,4779-6759,1.0
MT138002,MT138002.1,MAG: Astroviridae sp. isolate cra070ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6755,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,cra070ast1,,,2018,anal swab,,Yes,3,No,No,,0-3108,1.0,3140-4592,1.0,4612-6622,1.0
MT137999,MT137999.1,MAG: Astroviridae sp. isolate coa196ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6801,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,coa196ast1,,,2018,anal swab,,Yes,3,No,No,,2-3185,1.0,3217-4669,1.0,4689-6726,1.0
MT137996,MT137996.1,MAG: Astroviridae sp. isolate cfe153ast01 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6963,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,cfe153ast01,,,2018,anal swab,,Yes,3,No,No,,231-3306,1.0,3359-4790,1.0,4815-6873,1.0
MT138009,MT138009.1,MAG: Astroviridae sp. isolate prf037ast1nc genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6371,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,prf037ast1nc,,,2018,anal swab,,Yes,3,No,No,,343-2395,1.0,2478-3876,1.0,3892-6371,1.0
MT137995,MT137995.1,MAG: Astroviridae sp. isolate bun145astnc1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5496,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bun145astnc1,,,2018,anal swab,,Yes,3,No,No,,299-1535,1.0,1450-3088,1.0,3038-5405,1.0
MT137994,MT137994.1,MAG: Astroviridae sp. isolate bsk136ast01 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6442,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bsk136ast01,,,2018,anal swab,,Yes,3,No,No,,76-2641,1.0,2772-4224,1.0,4154-6431,1.0
MT137991,MT137991.1,MAG: Astroviridae sp. isolate bbr144ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7060,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bbr144ast1,,,2018,anal swab,,Yes,3,No,No,,243-3075,1.0,3275-4730,1.0,4566-6882,1.0
MN920670,MN920670.1,"MAG: Astroviridae sp. isolate ybw202ast01, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6701,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ybw202ast01,China,,2018,anal swab,,Yes,3,No,No,,226-3004,1.0,3204-4563,1.0,4492-6694,1.0
MN920669,MN920669.1,"MAG: Astroviridae sp. isolate ybb150ast01, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6816,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ybb150ast01,China,,2018,anal swab,,Yes,3,No,No,,139-2806,1.0,2733-4467,1.0,4309-6634,1.0
MN920668,MN920668.1,"MAG: Astroviridae sp. isolate war204ast1, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6848,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,war204ast1,China,,2018,anal swab,,Yes,3,No,No,,41-2807,1.0,2971-4342,1.0,4310-6707,1.0
MN920663,MN920663.1,"MAG: Astroviridae sp. isolate spa143ast1, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6570,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,spa143ast1,China,,2018,anal swab,,Yes,3,No,No,,31-2659,1.0,2859-4554,1.0,4156-6400,1.0
MN087316,MN087316.1,"White-tailed deer astrovirus strain WI65268, complete genome",15-MAR-2020,White-tailed deer astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6246,"Zheng,Y., Shen,H., Wang,L. and Li,G.",WI65268,,USA: Wisconsin,,2018,,white-tailed deer,No,3,No,No,Mammalia,24-2478,1.0,2432-3941,1.0,3885-6168,1.0
MN626434,MN626434.1,"Astrovirus sp. isolate AV/UKMa1_TT RNA-dependent RNA polymerase (ORF1b) gene, partial cds",19-JAN-2020,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1554,"Tsoleridis,T., Chappell,J.G., Monchatre-Leroy,E., Umhang,G., Shi,M., Tarlinton,R.E., McClure,C.P., Holmes,E.C. and Ball,J.K.",,AV/UKMa1_TT,United Kingdom,,09-Jul-2014,,Microtus agrestis,No,1,No,No,Mammalia,NA-NA,,0-1449,1.0,NA-NA,
MN035893,MN035893.1,MAG: Astroviridae sp. isolate H3_Bulk_Litter_17_scaffold_17037 sequence,10-JUL-2019,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1422,"Starr,E.P., Nuccio,E., Pett-Ridge,J., Banfield,J.F. and Firestone,M.K.",,H3_Bulk_Litter_17_scaffold_17037,"USA: Hopland, California",,,grassland soil,,Yes,0,No,No,,NA-NA,,3-1419,1.0,NA-NA,
MN035758,MN035758.1,"MAG: Astroviridae sp. isolate H1_Rhizo_26_FD_scaffold_114 hypothetical protein (H1Rhizo26FD114_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1Rhizo26FD114_000002) and hypothetical protein (H1Rhizo26FD114_000003) genes, complete cds",10-JUL-2019,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6286,"Starr,E.P., Nuccio,E., Pett-Ridge,J., Banfield,J.F. and Firestone,M.K.",,H1_Rhizo_26_FD_scaffold_114,"USA: Hopland, California",,,grassland soil,,Yes,3,No,No,,NA-NA,,1894-3460,1.0,NA-NA,
MN034752,MN034752.1,"MAG: Astroviridae sp. isolate H1_Rhizo_Litter_1_scaffold_1158 RNA-dependent RNA polymerase (H1RhizoLitter11158_000001) gene, partial cds; and hypothetical protein (H1RhizoLitter11158_000002) gene, complete cds",10-JUL-2019,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2861,"Starr,E.P., Nuccio,E., Pett-Ridge,J., Banfield,J.F. and Firestone,M.K.",,H1_Rhizo_Litter_1_scaffold_1158,"USA: Hopland, California",,,grassland soil,,Yes,2,No,No,,NA-NA,,0-1385,-1.0,NA-NA,
MN034082,MN034082.1,"MAG: Astroviridae sp. isolate H2_Bulk_35_scaffold_28 hypothetical protein (H2Bulk3528_000001) gene, partial cds; and RNA-dependent RNA polymerase (H2Bulk3528_000002) gene, complete cds",10-JUL-2019,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6892,"Starr,E.P., Nuccio,E., Pett-Ridge,J., Banfield,J.F. and Firestone,M.K.",,H2_Bulk_35_scaffold_28,"USA: Hopland, California",,,grassland soil,,Yes,2,No,No,,NA-NA,,2288-6143,1.0,NA-NA,
MN033591,MN033591.1,MAG: Astroviridae sp. isolate H4_Rhizo_44_scaffold_12707 sequence,10-JUL-2019,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1318,"Starr,E.P., Nuccio,E., Pett-Ridge,J., Banfield,J.F. and Firestone,M.K.",,H4_Rhizo_44_scaffold_12707,"USA: Hopland, California",,,grassland soil,,Yes,0,No,No,,NA-NA,,5-1316,1.0,NA-NA,
MK096775,MK096775.1,"Passerine astrovirus 3 isolate PasAstV-3, complete genome",12-MAY-2019,Passerine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6628,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.",,PasAstV-3,French Guiana,,Oct-2016,cloacal swabs,Passeriformes,No,3,No,No,Aves,41-2684,1.0,2707-4177,1.0,4197-6453,1.0
MK096774,MK096774.1,"Passerine astrovirus 2 isolate PasAstV-2, complete genome",12-MAY-2019,Passerine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6864,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.",,PasAstV-2,French Guiana,,Oct-2016,cloacal swabs,Passeriformes,No,3,No,No,Aves,46-2752,1.0,2811-4251,1.0,4254-6555,1.0
MK096773,MK096773.1,"Passerine astrovirus 1 isolate PasAstV-1, complete genome",12-MAY-2019,Passerine astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6745,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.",,PasAstV-1,French Guiana,,,,Passeriformes,No,3,No,No,Aves,29-2753,1.0,2881-4459,1.0,4296-6561,1.0
MK089435,MK089435.1,"Human astrovirus isolate 668, complete genome",17-APR-2019,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6128,"Vu,D.-L., Bosch,A., Pinto,R.M. and Guix,S.",,668,Switzerland,,2015,feces,Homo sapiens,No,3,No,No,Mammalia,14-2378,1.0,2314-3850,1.0,3842-6080,1.0
MH712856,MH712856.1,"Duck astrovirus 1 strain D51, complete genome",02-APR-2019,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7752,"Lan,J., Zhang,R., Li,H., Chen,J. and Jiang,S.",D51,,China,,06-Feb-2012,liver,duck,No,3,No,No,Aves,22-3745,1.0,3735-5286,1.0,5309-7505,1.0
MK521912,MK521912.1,"MAG: Tasmanian devil-associated astrovirus 1 isolate Stony Head/Tasmania/Sarcophilus_harrisii/2016/DN108473, complete genome",10-MAR-2019,Tasmanian devil-associated astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6618,"Chong,R., Shi,M., Grueber,C., Holmes,E.C., Hogg,C.J., Belov,K. and Barrs,V.R.",,Stony Head/Tasmania/Sarcophilus_harrisii/2016/DN108473,"Australia: Stoney Head, Tasmania",,2016,fecal sample,Sarcophilus harrisii,Yes,3,No,No,Mammalia,31-2752,1.0,2760-4236,1.0,4126-6523,1.0
