ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
MZ150559,MZ150559.1,"Avian nephritis virus isolate ANV/Chicken/CHN/2020/AH202017, complete genome",04-JAN-2022,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6951.0,"Yin,L., Zhou,Q., Mai,K., Huang,J. and Zhou,Q.",,ANV/Chicken/CHN/2020/AH202017,China,,2020,,chicken,No,3.0,No,No,8-3056,1.0,3043-4576,1.0,4595-6635,1.0,Aves
OK571391,OK571391.1,"Goose astrovirus isolate ZJC14, complete genome",26-DEC-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7297.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,ZJC14,China,,10-Jun-2020,kidney,goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OK571390,OK571390.1,"Goose astrovirus isolate JRMS, complete genome",26-DEC-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Wang,H., Zhu,Y., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T., Bao,E. and Zhang,C.",,JRMS,China,,03-Dec-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OK571389,OK571389.1,"Goose astrovirus isolate ZJLD, complete genome",26-DEC-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7172.0,"Zhu,Y., Wang,H., Ye,W., Hua,W., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,ZJLD,China,,10-Jun-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MW353015,MW353015.1,"Goose astrovirus isolate TZ03, complete genome",31-OCT-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7262.0,"Wang,A., Zhang,S. and Zhu,S.",,TZ03,China,,07-Aug-2019,,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6992,1.0,Aves
KT946725,KT946725.1,"Avian astrovirus isolate D10-5628/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6875.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D10-5628/HK,Hong Kong,,,,spotted dove,No,3.0,No,No,14-3032,1.0,3028-4552,1.0,4570-6613,1.0,Aves
KT946724,KT946724.1,"Avian astrovirus isolate D11-440/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6866.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-440/HK,Hong Kong,,,,feral pigeon,No,3.0,No,No,14-3029,1.0,3025-4549,1.0,4567-6604,1.0,Aves
KT946723,KT946723.1,"Avian astrovirus isolate D11-336.2/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6896.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-336.2/HK,Hong Kong,,,,spotted dove,No,3.0,No,No,14-3032,1.0,3028-4552,1.0,4570-6601,1.0,Aves
KT946722,KT946722.1,"Avian astrovirus isolate D11-116/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6900.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-116/HK,Hong Kong,,,,spotted dove,No,3.0,No,No,14-3032,1.0,3028-4552,1.0,4570-6604,1.0,Aves
KT946720,KT946720.1,"Avian astrovirus isolate D11-515/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6718.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-515/HK,Hong Kong,,,,house crow,No,3.0,No,No,26-2666,1.0,2632-4198,1.0,4154-6527,1.0,Aves
KT946719,KT946719.1,"Avian astrovirus isolate D11-467/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6699.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-467/HK,Hong Kong,,,,house crow,No,3.0,No,No,22-2659,1.0,2625-4212,1.0,4153-6508,1.0,Aves
KT946718,KT946718.1,"Avian astrovirus isolate D11-139/HK, complete genome",31-OCT-2021,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6719.0,"Tse,H., Chan,W.M. and Yuen,K.Y.",,D11-139/HK,Hong Kong,,,,house crow,No,3.0,No,No,26-2666,1.0,2632-4198,1.0,4154-6527,1.0,Aves
MZ576222,MZ576222.1,"Goose astrovirus isolate JX01/China/2021, complete genome",30-OCT-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7173.0,"Li,H.",,JX01/China/2021,China,,2021-05-20,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MZ375139,MZ375139.1,"MAG: Astroviridae sp. isolate 3PE-RDRP-2 ORF1a, ORF1b, and capsid protein genes, complete cds",18-OCT-2021,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7312.0,"Lu,J., Shen,Q. and Zhang,W.",,3PE-RDRP-2,China,,2020,feces,Phrynocephalus erythrurus,Yes,3.0,No,No,109-3088,1.0,3252-4605,1.0,4626-6885,1.0,Lepidosauria
MZ367612,MZ367612.1,"Goose astrovirus isolate HNNY0620, complete genome",27-SEP-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7166.0,"Chen,Q.",,HNNY0620,China,,20-Jun-2020,kidney,Muscovy-duck,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MW826371,MW826371.1,Avastrovirus sp. isolate XZN01 genomic sequence,20-SEP-2021,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6820.0,"Zhu,W., Huang,Y. and Yang,J.",,XZN01,China,,Apr-2018,feces,bird,No,3.0,No,No,2-2771,1.0,2929-4438,1.0,4274-6644,1.0,Aves
MK746105,MK746105.2,"Chicken astrovirus isolate AAstV/Chicken/CHN/2017/NJ1701, complete genome",30-AUG-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7603.0,"Qian,K., Wu,Z., Qin,A. and Shao,H.",,AAstV/Chicken/CHN/2017/NJ1701,China,,2017,,chicken,No,3.0,No,No,69-3489,1.0,3470-5030,1.0,5054-7268,1.0,Aves
MW846319,MW846319.1,"Chicken astrovirus isolate CAstV/Chicken/CHN/2020/GD202013, complete genome",24-AUG-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7520.0,"Yin,L., Zhou,Q., Mai,K. and Zhou,Q.",,CAstV/Chicken/CHN/2020/GD202013,China,,2020,,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7238,1.0,Aves
MW684833,MW684833.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_053_astro_2 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6856.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_053_astro_2,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,2-3026,1.0,3022-4546,1.0,4565-6602,1.0,Aves
MW684832,MW684832.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_048_astro_2 ORF1ab, non-structural polyprotein, and capsid protein genes, partial cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6202.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_048_astro_2,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,1-3013,1.0,3009-4533,1.0,4552-6202,1.0,Aves
MW684831,MW684831.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_047_astro_4 non-structural polyprotein gene, partial cds; and RdRp and capsid protein genes, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7103.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_047_astro_4,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,1-3205,1.0,3186-4746,1.0,4770-6987,1.0,Aves
MW684830,MW684830.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_046_astro_12 non-structural polyprotein gene, partial cds; and RdRp and capsid protein genes, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7192.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_046_astro_12,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,1-3205,1.0,3186-4746,1.0,4770-6987,1.0,Aves
MW684829,MW684829.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_041_astro_13 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6830.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_041_astro_13,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,0-3012,1.0,3008-4532,1.0,4551-6582,1.0,Aves
MW684827,MW684827.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_039_astro_3 ORF1ab and non-structural polyprotein genes, complete cds; and capsid protein gene, partial cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6271.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_039_astro_3,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,9-3042,1.0,3038-4562,1.0,4581-6271,1.0,Aves
MW684826,MW684826.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_039_astro_2 ORF1ab, non-structural polyprotein, and capsid protein genes, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7008.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_039_astro_2,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,196-3169,1.0,3165-4689,1.0,4708-6739,1.0,Aves
MW684825,MW684825.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_038_astro_6 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6887.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_038_astro_6,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,0-3051,1.0,3047-4571,1.0,4590-6597,1.0,Aves
MW684824,MW684824.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_038_astro_5 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6884.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_038_astro_5,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,2-3026,1.0,3022-4546,1.0,4565-6596,1.0,Aves
MW684823,MW684823.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_038_astro_4 non-structural polyprotein gene, partial cds; RdRp gene, complete cds; and capsid protein gene, partial cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6976.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_038_astro_4,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,1-3403,1.0,3384-4944,1.0,4968-6976,1.0,Aves
MW684822,MW684822.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_036_astro_4 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6744.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_036_astro_4,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,2-3014,1.0,3010-4534,1.0,4553-6560,1.0,Aves
MW684821,MW684821.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_034_astro_2 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6738.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_034_astro_2,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,1-3019,1.0,3015-4539,1.0,4558-6565,1.0,Aves
MW684820,MW684820.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_033_astro_3 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6769.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_033_astro_3,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,2-3044,1.0,3037-4564,1.0,4583-6590,1.0,Aves
MW684819,MW684819.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_030_astro_12 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6778.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_030_astro_12,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,0-3021,1.0,3017-4541,1.0,4560-6597,1.0,Aves
MW684818,MW684818.1,"MAG: Chicken astrovirus isolate Chicken/NLD/2019/V_M_015_astro_2 ORF1ab and non-structural polyprotein genes, partial cds; and capsid protein gene, complete cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6855.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Chicken/NLD/2019/V_M_015_astro_2,Netherlands,,2019,feces,Gallus gallus domesticus (broiler),Yes,3.0,No,No,0-3018,1.0,3014-4538,1.0,4557-6594,1.0,Aves
MW684817,MW684817.1,"MAG: Chicken astrovirus isolate Environment/NLD/2019/VE_7_astro_14 non-structural polyprotein gene, partial cds; RdRp gene, complete cds; and capsid protein gene, partial cds",20-JUL-2021,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6606.0,"de Rooij,M.M.T., Messink,A.B., Wouters,I.M., Smit,L.A.M., Heederik,D.J.J., Koopmans,M.P.G. and Phan,M.V.T.",,Environment/NLD/2019/VE_7_astro_14,Netherlands,,2019,dust,Gallus gallus domesticus (broiler),Yes,3.0,No,No,2-3197,1.0,3178-4738,1.0,4762-6606,1.0,Aves
MT708902,MT708902.1,"Goose astrovirus isolate AAstV/Goose/CHN/2019/DY-19, complete genome",18-JUL-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Lv,X., Hu,Z., Zhu,Y., Zhang,M., Zhang,C., Li,J., Gu,X. and Wang,G.",,AAstV/Goose/CHN/2019/DY-19,China,,Sep-2019,,Anser anser,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
MT993596,MT993596.1,"MAG: Carnarvon virus isolate MW10_1o non-structural polyprotein (ORF1ab) and structural protein (ORF2) genes, complete cds",14-JUL-2021,Carnarvon virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6928.0,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.",,MW10_1o,Australia,,2015,Tasmania,Arenaria interpres (ruddy turnstone),Yes,2.0,No,No,22-3316,1.0,3303-4833,1.0,4854-6846,1.0,Aves
MT993595,MT993595.1,"MAG: Blencathra virus isolate MW09_1o non-structural polyprotein (ORF1ab) gene, partial cds; and structural protein (ORF2) gene, complete cds",14-JUL-2021,Blencathra virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7436.0,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.",,MW09_1o,Australia,,2015,Tasmania,Arenaria interpres (ruddy turnstone),Yes,2.0,No,No,0-3417,1.0,3362-4928,1.0,4931-7187,1.0,Aves
MT993583,MT993583.1,"MAG: Neva virus isolate MW06_2o non-structural polyprotein (ORF1ab) and structural protein (ORF2) genes, complete cds",14-JUL-2021,Neva virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6842.0,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.",,MW06_2o,Australia,,2014,Tasmania,Arenaria interpres (ruddy turnstone),Yes,2.0,No,No,14-3017,1.0,3016-4546,1.0,4564-6556,1.0,Aves
MN149395,MN149395.1,"Duck astrovirus 1 isolate D390, complete genome",13-APR-2021,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X. and Zhang,D.",,D390,China,,13-Oct-2013,liver,Jinding ducks,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
MN149394,MN149394.1,"Duck astrovirus 1 isolate D200, complete genome",13-APR-2021,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X. and Zhang,D.",,D200,China,,13-Oct-2013,liver,Jinding ducks,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
MN149393,MN149393.1,"Duck astrovirus 1 isolate D120, complete genome",13-APR-2021,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X. and Zhang,D.",,D120,China,,13-Oct-2013,liver,Jinding ducks,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
MW592379,MW592379.1,"Goose astrovirus isolate HNXX-6/China/2020, complete genome",28-MAR-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7172.0,"Zhang,X. and Deng,T.",,HNXX-6/China/2020,China,,2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MW592378,MW592378.1,"Goose astrovirus isolate HNSQ-6/China/2020, complete genome",28-MAR-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7172.0,"Zhang,X. and Deng,T.",,HNSQ-6/China/2020,China,,2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MW592377,MW592377.1,"Goose astrovirus isolate HNKF-1/China/2020, complete genome",28-MAR-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7174.0,"Zhang,X. and Deng,T.",,HNKF-1/China/2020,China,,2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MW345727,MW345727.1,"Goose astrovirus isolate SDPD, complete genome",23-MAR-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7116.0,"Zhang,Y., Sun,N., Liu,D., Liu,H. and Du,Y.",,SDPD,China,,Jan-2019,liver,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MW340534,MW340534.1,"Goose astrovirus isolate SCCD, complete genome",23-MAR-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7255.0,"Zhang,Y., Sun,N., Liu,D., Liu,H. and Du,Y.",,SCCD,China,,Jan-2019,liver,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
MW413813,MW413813.1,"Goose astrovirus isolate XT1, complete genome",16-FEB-2021,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Zhao,K., Wang,J.C., Wang,J.F., Liu,L.B. and Yuan,W.Z.",,XT1,China: HeBei,,05-May-2020,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MT934439,MT934439.1,"Goose astrovirus 2 strain HNU-CSZ2-2019, complete genome",16-FEB-2021,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7154.0,"Xiao,C.-T. and Li,J.-Y.",HNU-CSZ2-2019,,China,,May-2019,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MT934438,MT934438.1,"Goose astrovirus 2 strain HNU-LYG3-2019, complete genome",16-FEB-2021,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7154.0,"Xiao,C.-T. and Li,J.-Y.",HNU-LYG3-2019,,China,,May-2019,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MT934437,MT934437.1,"Goose astrovirus 2 strain HNU-LYG2-2019, complete genome",16-FEB-2021,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7154.0,"Xiao,C.-T. and Li,J.-Y.",HNU-LYG2-2019,,China,,May-2019,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
