Position in alignment;Recombination breakpoint number (200nt win);Upper 99% CI;Lower 99% CI;Upper 95% CI;Lower 95% CI;A;B;C;D;E
1191;0;221307;1;926098;0;1;183706;0;;
1193;0;2212181;1;926648;0;1;201512;0;;
1195;0;2211292;1;927198;0;1;258363;0;;
1197;0;2210404;1;935615;0;1;295691;0;;
1199;0;2209515;2;102106;0;1;353585;0;;
1201;0;2208626;2;166677;0;1;428101;0;;
1203;0;2206645;2;222055;0;1;513015;0;;
1205;0;220357;2;283363;0;1;567812;0;;
1207;0;2200495;2;291981;0;1;587152;0;;
1209;0;219742;2;300599;0;1;625368;0;;
1211;0;2194345;2;309216;0;1;655009;0;;
1213;0;2191271;2;317834;0;1;655801;0;;
1215;0;2188196;2;32484;0;1;654719;0;;
1217;0;2185121;2;330956;0;1;653687;0;;
1219;0;2182046;2;342125;0;1;710524;0;;
1221;0;2178971;2;351319;0;1;80996;0;;
1223;0;2175896;2;402233;0;1;88135;0;;
1225;0;2172821;2;455214;0;1;952193;0;;
1227;0;2169747;2;536242;0;1;952369;0;;
1229;0;2166672;2;613976;0;1;961271;0;;
1231;0;2163597;2;751899;0;1;989798;0;;
1233;0;2160522;2;836241;0;1;99969;0;;
1235;0;2157447;2;870295;0;2;0;;;
1237;0;2154372;2;908453;0;2;26767;0;;
1239;0;2151297;2;923286;0;2;73156;0;;
1241;0;2148223;2;932947;0;2;85207;0;;
1243;0;2145148;2;942181;0;2;131004;0;;
1245;0;2142073;2;983451;0;2;214235;0;;
1247;0;2138998;3;28777;0;2;304379;0;;
1249;0;2135923;3;92918;0;2;388848;0;;
1251;0;2132848;3;183783;0;2;402712;0;;
1253;0;2129773;3;193253;0;2;408944;0;;
1255;0;2126699;3;297873;0;2;448132;0;;
1257;0;2123624;3;355973;0;2;453134;0;;
1259;0;2120549;3;357589;0;2;456208;0;;
1261;0;2117474;3;36309;0;2;45884;0;;
1263;0;2114399;3;363963;0;2;461031;0;;
1265;0;2111324;3;363808;0;2;463222;0;;
1267;0;2108249;3;363582;0;2;492926;0;;
1269;0;2105175;3;36846;0;2;544512;0;;
1271;0;21021;3;397269;0;2;577528;0;;
1273;0;2099972;3;424968;0;2;630419;0;;
1275;0;2097844;3;668028;0;2;674371;0;;
1277;0;2095717;3;679245;0;2;713742;0;;
1279;0;2093984;3;681829;0;2;713518;0;;
1281;0;2092252;3;684412;0;2;712131;0;;
1283;0;2090519;3;686995;0;2;711957;0;;
1285;0;2088787;3;691151;0;2;756565;0;;
1287;0;2087055;3;695377;0;2;807431;0;;
1289;0;2085323;3;699672;0;2;831196;0;;
1291;0;208359;3;703752;0;2;84299;0;;
1293;0;2081858;3;707805;0;2;854779;0;;
1295;0;2080126;3;743082;0;2;881509;0;;
1297;0;2078393;3;786234;0;2;896561;0;;
1299;0;2076661;3;808858;0;2;911069;0;;
1301;0;2074928;3;836201;0;2;959283;0;;
1303;0;2073196;3;870971;0;2;968867;0;;
1305;0;2071464;3;905764;0;2;978081;0;;
1307;0;2069731;3;967513;0;2;990577;0;;
1309;0;2067999;4;2355;0;2;995054;0;;
1311;0;2066267;4;48148;0;3;12769;0;;
1313;0;2064534;4;20828;0;3;32741;0;;
1315;0;2062802;4;278621;0;3;106457;0;;
1317;0;2149622;4;462602;0;3;19594;0;;
1319;0;2324994;4;551889;0;3;207825;0;;
1321;0;2584168;4;593146;0;3;243761;0;;
1323;0;2843341;4;620331;0;3;283559;0;;
1325;0;3102515;4;647516;0;3;315328;0;;
1327;0;3361689;4;656134;0;3;315778;0;;
1329;0;3620862;4;664752;0;3;316228;0;;
1331;0;3880036;4;673369;0;3;316677;0;;
1333;0;413921;4;681987;0;3;317127;0;;
1335;0;4398383;4;690606;0;3;340632;0;;
1337;0;4657557;4;699224;0;3;383737;0;;
1339;0;4916731;4;707841;0;3;383713;0;;
1341;0;5175905;4;716459;0;3;383689;0;;
1343;0;6099469;4;725077;0;3;43459;0;;
1345;0;7023033;4;747459;0;3;449688;0;;
1347;0;7946597;4;76756;0;3;525362;0;;
1349;0;8870161;4;938522;0;3;585127;0;;
1351;0;9793726;4;947729;0;3;655072;0;;
1353;0;1071729;4;956837;0;3;708669;0;;
1355;0;1168169;4;966028;0;3;741286;0;;
1357;0;1263477;4;971696;0;3;754423;0;;
1359;0;1358785;4;977365;0;3;761383;0;;
1361;0;1766575;5;141682;0;3;818298;0;;
1363;0;197249;5;137399;0;3;804707;0;;
1365;0;2178403;4;992589;0;3;731452;0;;
1367;0;2367943;4;995133;0;3;59071;0;;
1369;0;2541108;4;998137;0;3;581184;0;;
1371;0;2727949;5;1142;0;3;577877;0;;
1373;0;291479;4;888485;0;3;572017;0;;
1375;0;3066013;4;7909;0;3;553236;0;;
1377;0;3248223;4;743404;0;3;550073;0;;
1379;0;3441041;4;720367;0;3;546528;0;;
1381;0;3644464;4;717942;0;3;434989;0;;
1383;0;3847888;4;57653;0;3;393287;0;;
1385;0;4051376;4;51042;0;3;343378;0;;
1387;0;4254929;4;457218;0;3;316787;0;;
1389;0;445946;4;337451;0;3;307003;0;;
1391;0;4664727;4;335071;0;3;285307;0;;
1393;0;487073;4;33269;0;3;28081;0;;
1395;0;5076733;4;330309;0;3;274709;0;;
1397;0;5282736;4;327928;0;3;257903;0;;
1399;0;5488738;4;259276;0;3;241096;0;;
1401;0;5694742;4;189305;0;3;192183;0;;
1403;0;5900853;4;154841;0;3;140457;0;;
1405;0;6107075;4;11285;0;3;56214;0;;
1407;0;6313297;4;112875;0;3;56789;0;;
1409;0;6519518;4;1129;0;3;57984;0;;
1411;0;6725739;4;112925;0;3;57938;0;;
1413;0;776155;4;113432;0;3;6305;0;;
1415;0;9626949;4;114421;0;3;72701;0;;
1417;1;120764;4;180502;0;3;104429;0;;
1419;1;217243;4;102233;0;3;132416;0;;
1421;1;252133;4;129391;0;3;90183;0;;
1423;1;270866;4;81769;0;3;33842;0;;
1425;1;280358;4;86096;0;2;978896;0;;
1427;1;28985;3;997256;0;2;959345;0;;
1429;1;299343;3;967907;0;2;949174;0;;
1431;1;308835;3;988627;0;2;950567;0;;
1433;1;318327;3;990279;0;2;947581;0;;
1435;1;32782;3;988318;0;2;944669;0;;
1437;1;337312;3;981856;0;2;937953;0;;
1439;1;346804;3;946719;0;2;931783;0;;
1441;1;356297;3;93399;0;2;926157;0;;
1443;1;365789;3;926511;0;2;910714;0;;
1445;1;375281;3;894039;0;2;864509;0;;
1447;1;384774;3;855209;0;2;850274;0;;
1449;1;394251;3;834157;0;2;860251;0;;
1451;1;403713;3;838676;0;2;886736;0;;
1453;1;490984;3;893115;0;2;874586;0;;
1455;1;578256;3;837508;0;2;85753;0;;
1457;1;665528;3;838376;0;2;808159;0;;
1459;1;7528;3;839243;0;2;796144;0;;
1461;1;840072;3;840111;0;2;805275;0;;
1463;1;845583;3;865036;0;2;82628;0;;
1465;1;851967;3;85886;0;2;864356;0;;
1467;1;857696;3;691723;0;2;857251;0;;
1469;1;863192;3;695492;0;2;880528;0;;
1471;1;86424;3;580117;0;2;886623;0;;
1473;1;865279;3;498832;0;2;883364;0;;
1475;1;865599;3;464204;0;2;844698;0;;
1477;1;866699;3;40112;0;2;809802;0;;
1479;1;86911;3;395916;0;2;854176;0;;
1481;1;871904;3;51189;0;2;900287;0;;
1483;1;885382;3;47621;0;2;786695;0;;
1485;1;902029;3;459039;0;2;83489;0;;
1487;1;906149;3;533985;0;2;78407;0;;
1489;1;910269;3;49687;0;2;9538;0;;
1491;1;918597;3;795862;0;2;990998;0;;
1493;1;940271;3;884887;0;3;56674;0;;
1495;1;954895;3;902469;0;3;99613;0;;
1497;1;966595;3;896876;0;3;153293;0;;
1499;1;971433;3;884103;0;3;286529;0;;
1501;1;978186;3;93488;0;3;313506;0;;
1503;1;979495;3;943166;0;3;346674;0;;
1505;1;980803;3;942136;0;3;315815;0;;
1507;1;982111;4;5977;0;3;264242;0;;
1509;1;983269;4;62475;0;3;164543;0;;
1511;1;984278;4;81903;0;3;138922;0;;
1513;1;985287;4;97897;0;3;115016;0;;
1515;1;986296;4;113821;0;3;131164;0;;
1517;1;986419;4;129509;0;3;94918;0;;
1519;1;986799;4;162977;0;3;186966;0;;
1521;1;984606;4;260749;0;3;23286;0;;
1523;1;982449;4;387028;0;3;282232;0;;
1525;1;980257;4;560406;0;3;276969;0;;
1527;1;981054;4;562975;0;3;340119;0;;
1529;1;979363;4;561043;0;3;357957;0;;
1531;1;977672;4;562578;0;3;329949;0;;
1533;1;975981;4;565727;0;3;344381;0;;
1535;1;97429;4;565951;0;3;361234;0;;
1537;1;972599;4;56097;0;3;378087;0;;
1539;1;970908;4;555989;0;3;390414;0;;
1541;1;973415;4;5766;0;3;393701;0;;
1543;1;969723;4;459209;0;3;444243;0;;
1545;1;965794;4;465389;0;3;458499;0;;
1547;1;962812;4;437834;0;3;452419;0;;
1549;1;958671;4;459798;0;3;449703;0;;
1551;1;982711;4;450293;0;3;469254;0;;
1553;2;42333;4;416852;0;3;567266;0;;
1555;2;37535;4;400692;0;3;654709;0;;
1557;2;32496;4;42174;0;3;738396;0;;
1559;2;49997;4;644701;0;3;750904;0;;
1561;2;15965;4;623075;0;3;750925;0;;
1563;2;214567;4;632313;0;3;787573;0;;
1565;2;250752;4;650631;0;3;836982;0;;
1567;2;423441;4;671131;0;3;894034;0;;
1569;2;471091;4;794368;0;3;901325;0;;
1571;2;507715;4;890309;0;3;922536;0;;
1573;2;7335;4;88788;0;3;975415;0;;
1575;2;789162;4;939644;0;3;998919;0;;
1577;2;780985;4;945463;0;3;999378;0;;
1579;2;772807;4;951281;0;4;63;0;;
1581;2;764629;4;957099;0;4;65;0;;
1583;2;756452;4;962917;0;4;67;0;;
1585;2;751777;4;973676;0;4;42538;0;;
1587;2;748418;4;982655;0;4;43452;0;;
1589;2;74527;4;985662;0;4;55048;0;;
1591;2;818961;5;9234;0;4;53634;0;;
1593;2;826743;5;16204;0;4;87756;0;;
1595;2;831503;5;172164;0;4;168431;0;;
1597;2;834913;5;174655;0;4;222331;0;;
1599;2;854445;5;177157;0;4;219474;0;;
1601;2;904559;5;179919;0;4;287631;0;;
1603;2;944724;5;180642;0;4;308583;0;;
1605;2;963256;5;181241;0;4;359898;0;;
1607;2;9633;5;181804;0;4;411212;0;;
1609;2;963344;5;193355;0;4;419151;0;;
1611;2;971288;5;182895;0;4;415926;0;;
1613;2;918597;5;30984;0;4;379271;0;;
1615;2;795733;5;372715;0;4;338845;0;;
1617;2;678867;5;436157;0;4;375703;0;;
1619;2;604571;5;457016;0;4;378854;0;;
1621;2;591864;5;479121;0;4;340584;0;;
1623;2;685029;5;537158;0;4;379209;0;;
1625;2;875882;5;551914;0;4;437554;0;;
1627;2;96868;5;551661;0;4;438595;0;;
1629;3;66865;5;551116;0;4;446474;0;;
1631;3;186325;5;550398;0;4;510856;0;;
1633;3;192575;5;550236;0;4;605383;0;;
1635;3;196375;5;586214;0;4;629495;0;;
1637;3;198046;5;603928;0;4;630916;0;;
1639;3;199716;5;621641;0;4;632338;0;;
1641;3;201387;5;639354;0;4;633759;0;;
1643;3;203057;5;657067;0;4;635181;0;;
1645;3;204728;5;668778;0;4;636602;0;;
1647;3;206398;5;669722;0;4;615282;0;;
1649;3;262744;5;669911;0;4;5886;0;;
1651;3;278111;5;67024;0;4;577246;0;;
1653;3;215667;5;67006;0;4;592242;0;;
1655;3;153224;5;669879;0;4;614993;0;;
1657;3;9078;5;669699;0;4;615477;0;;
1659;3;28336;5;669518;0;4;61596;0;;
1661;3;117268;5;748368;0;4;69166;0;;
1663;3;172579;5;674665;0;4;673118;0;;
1665;3;212853;5;670204;0;4;711504;0;;
1667;3;239397;5;657086;0;4;711064;0;;
1669;3;294778;5;548356;0;4;847297;0;;
1671;3;352623;5;526918;0;4;888807;0;;
1673;3;378153;5;546771;0;4;849424;0;;
1675;3;401898;5;706348;0;4;851846;0;;
1677;3;42294;5;703389;0;4;832338;0;;
1679;3;442551;5;70969;0;4;816691;0;;
1681;3;461778;5;721474;0;4;815416;0;;
1683;3;470322;5;727357;0;4;7396;0;;
1685;3;475697;5;737761;0;4;734011;0;;
1687;3;493599;5;747513;0;4;72786;0;;
1689;3;511502;5;738455;0;4;61059;0;;
1691;3;525194;5;652803;0;4;591922;0;;
1693;3;525543;5;94156;0;4;466992;0;;
1695;3;532941;5;2808;0;4;385183;0;;
1697;3;543263;4;887541;0;4;33139;0;;
1699;3;560446;4;867973;0;4;25371;0;;
1701;3;575715;4;843683;0;4;147861;0;;
1703;3;851229;4;846447;0;4;67562;0;;
1705;3;862204;4;994866;0;4;75074;0;;
1707;3;87184;4;954797;0;4;81155;0;;
1709;3;880285;4;954859;0;4;98464;0;;
1711;3;89022;5;125289;0;4;114515;0;;
1713;3;895981;5;111301;0;4;129972;0;;
1715;3;896217;5;97137;0;4;103977;0;;
1717;3;896453;5;21163;0;4;34474;0;;
1719;3;895547;4;95279;0;3;987453;0;;
1721;3;896375;4;908056;0;3;980644;0;;
1723;3;897169;4;90613;0;3;9755;0;;
1725;3;897996;4;899766;0;3;966994;0;;
1727;3;895835;4;893068;0;3;943659;0;;
1729;3;896162;4;893148;0;3;943191;0;;
1731;3;896489;4;882392;0;3;942722;0;;
1733;3;896816;4;826629;0;3;928844;0;;
1735;3;897142;4;759151;0;3;912294;0;;
1737;3;897469;4;769338;0;3;908211;0;;
1739;3;897796;4;743241;0;3;90911;0;;
1741;3;893925;4;654273;0;3;900354;0;;
1743;3;889609;4;410174;0;3;877875;0;;
1745;3;88553;4;398892;0;3;872939;0;;
1747;3;880504;4;386807;0;3;847817;0;;
1749;3;876637;4;36568;0;3;798177;0;;
1751;3;844589;4;267973;0;3;776038;0;;
1753;3;776958;4;191483;0;3;601534;0;;
1755;3;77334;4;188938;0;3;565013;0;;
1757;3;770072;4;47029;0;3;38972;0;;
1759;3;755145;4;89746;0;3;394417;0;;
1761;3;638097;4;9772;0;3;369232;0;;
1763;3;572793;4;2832;0;3;376921;0;;
1765;3;526354;3;999577;0;3;30824;0;;
1767;3;340445;3;972103;0;3;318816;0;;
1769;3;276898;3;907874;0;3;296299;0;;
1771;3;224378;3;839981;0;3;295147;0;;
1773;2;980909;3;89091;0;3;329275;0;;
1775;2;905776;3;950565;0;3;260043;0;;
1777;2;894322;3;944312;0;3;347908;0;;
1779;2;882706;3;999285;0;3;540901;0;;
1781;2;871091;4;122364;0;3;542413;0;;
1783;2;858814;4;181864;0;3;582191;0;;
1785;2;843035;4;156402;0;3;569351;0;;
1787;2;82594;4;214751;0;3;483999;0;;
1789;2;808633;4;22435;0;3;50937;0;;
1791;2;714418;4;19047;0;3;463766;0;;
1793;2;68604;4;17643;0;3;366149;0;;
1795;2;660684;4;16119;0;3;319446;0;;
1797;2;63668;3;990739;0;3;266927;0;;
1799;2;596552;3;988151;0;3;269721;0;;
1801;2;525843;3;92839;0;3;193638;0;;
1803;2;465083;3;930175;0;3;173455;0;;
1805;2;425955;3;932016;0;3;139778;0;;
1807;2;405316;3;965363;0;3;125157;0;;
1809;2;384677;3;961328;0;3;137516;0;;
1811;2;356138;4;48733;0;3;148076;0;;
1813;2;305248;4;88137;0;3;211583;0;;
1815;2;241571;4;36551;0;3;348028;0;;
1817;2;200369;4;61449;0;3;392995;0;;
1819;2;178186;4;57329;0;3;333236;0;;
1821;2;156003;4;81303;0;3;346892;0;;
1823;2;44105;4;153487;0;3;306771;0;;
1825;1;84376;4;84033;0;3;412465;0;;
1827;1;741469;4;190929;0;3;370525;0;;
1829;1;633792;4;324137;0;3;407954;0;;
1831;1;504839;4;317376;0;3;343685;0;;
1833;1;489097;4;314599;0;3;311311;0;;
1835;1;475805;4;311607;0;3;369662;0;;
1837;1;464642;4;331713;0;3;45454;0;;
1839;1;453479;4;471886;0;3;551009;0;;
1841;1;442316;4;593186;0;3;602573;0;;
1843;1;431154;4;585344;0;3;634943;0;;
1845;1;419991;4;577203;0;3;685636;0;;
1847;1;408828;4;568763;0;3;732086;0;;
1849;1;343005;4;559266;0;3;761526;0;;
1851;1;318177;4;512492;0;3;768687;0;;
1853;1;293348;4;593521;0;3;763447;0;;
1855;1;26852;4;830412;0;3;784318;0;;
1857;1;243692;4;819205;0;3;792922;0;;
1859;1;218864;4;807997;0;3;793311;0;;
1861;1;42661;4;519347;0;3;760087;0;;
1863;0;9818377;4;461392;0;3;7106;0;;
1865;0;9351797;4;153947;0;3;576087;0;;
1867;0;9029071;4;78399;0;3;51286;0;;
1869;0;8420299;4;33388;0;3;436476;0;;
1871;0;7831367;4;65334;0;3;408281;0;;
1873;0;7565582;4;9625;0;3;408883;0;;
1875;0;7324837;4;120996;0;3;394395;0;;
1877;0;7103323;4;142542;0;3;379595;0;;
1879;0;688297;4;165767;0;3;397741;0;;
1881;0;6662617;4;186139;0;3;414496;0;;
1883;0;6442264;4;21323;0;3;437411;0;;
1885;0;6221912;4;23772;0;3;482162;0;;
1887;0;6001559;4;256601;0;3;470176;0;;
1889;0;5781206;4;46877;0;3;539183;0;;
1891;0;5560853;4;471193;0;3;544871;0;;
1893;0;53405;4;473616;0;3;537404;0;;
1895;0;5120147;4;476039;0;3;525602;0;;
1897;0;4899794;4;478463;0;3;521627;0;;
1899;0;4679441;4;480886;0;3;53963;0;;
1901;0;4459088;4;48331;0;3;542183;0;;
1903;0;1690733;4;486091;0;3;517518;0;;
1905;0;1567762;4;427481;0;3;50785;0;;
1907;0;1458192;4;505071;0;3;510737;0;;
1909;0;1362022;4;676303;0;3;506789;0;;
1911;0;1252445;4;753782;0;3;548382;0;;
1913;0;1184619;4;741288;0;3;630025;0;;
1915;0;1172036;4;829848;0;3;673497;0;;
1917;0;1159453;4;890515;0;3;722823;0;;
1919;0;114687;4;925694;0;3;816187;0;;
1921;0;1134286;4;951855;0;3;843971;0;;
1923;0;1121703;4;965348;0;3;858561;0;;
1925;0;110912;5;63382;0;3;894378;0;;
1927;0;1096537;5;80396;0;3;898662;0;;
1929;0;1083954;5;97411;0;3;896368;0;;
1931;0;107137;5;114425;0;3;894073;0;;
1933;0;1058787;5;135119;0;3;894225;0;;
1935;0;1046204;5;155814;0;3;895456;0;;
1937;0;1033621;5;176508;0;3;896686;0;;
1939;0;1021038;5;197203;0;3;909786;0;;
1941;0;1008454;5;217897;0;3;925074;0;;
1943;0;9958711;5;238592;0;3;937079;0;;
1945;0;9832879;5;288517;0;3;956131;0;;
1947;0;9707047;5;36246;0;4;26936;0;;
1949;0;9581215;5;402083;0;4;53192;0;;
1951;0;9455383;5;40339;0;4;67758;0;;
1953;0;9329551;5;404697;0;4;113158;0;;
1955;0;9203719;5;406004;0;4;109872;0;;
1957;0;9078256;5;396218;0;4;73764;0;;
1959;0;7864717;4;984433;0;3;970666;0;;
1961;0;4523279;5;435;0;3;963946;0;;
1963;0;3499668;5;69325;0;3;930426;0;;
1965;0;2462938;5;93985;0;3;935953;0;;
1967;0;1722738;5;11843;0;3;931425;0;;
1969;0;1250194;5;142875;0;3;953851;0;;
1971;0;7776597;5;167745;0;3;958419;0;;
1973;0;4838005;5;192615;0;3;96242;0;;
1975;0;3686159;5;237608;0;3;917052;0;;
1977;0;269573;5;312924;0;3;916669;0;;
1979;0;1866718;5;398378;0;3;89043;0;;
1981;0;1037707;5;378332;0;3;856538;0;;
1983;0;8698398;5;13524;0;3;815711;0;;
1985;0;701973;5;13693;0;3;798884;0;;
1987;0;5341062;5;13693;0;3;790807;0;;
1989;0;3662394;4;969479;0;3;77015;0;;
1991;0;2688629;5;21815;0;3;822177;0;;
1993;0;2419766;5;217566;0;3;847309;0;;
1995;0;2150903;5;216466;0;3;858102;0;;
1997;0;188204;5;214848;0;3;862267;0;;
1999;0;1613177;5;217101;0;3;958806;0;;
2001;0;1344314;5;216314;0;3;990922;0;;
2003;0;1075452;5;212488;0;3;990107;0;;
2005;8.065887E-05;5;105632;0;3;989291;0;;;
2007;5.377258E-05;4;983385;0;3;913355;0;;;
2009;2.688629E-05;5;25995;0;3;877966;0;;;
2011;0;5;27165;0;3;854312;0;;;
2013;0;5;32866;0;3;851084;0;;;
2015;0;4;725393;0;3;833896;0;;;
2017;0;4;695292;0;3;834266;0;;;
2019;0;4;6928;0;3;847149;0;;;
2021;0;4;690225;0;3;841176;0;;;
2023;0;4;68765;0;3;840194;0;;;
2025;0;4;679063;0;3;828255;0;;;
2027;0;4;685437;0;3;85213;0;;;
2029;0;4;688304;0;3;831024;0;;;
2031;0;4;619081;0;3;825005;0;;;
2033;0;4;513437;0;3;808552;0;;;
2035;0;4;528013;0;3;746303;0;;;
2037;0;4;395259;0;3;783968;0;;;
2039;0;4;278664;0;3;713782;0;;;
2041;0;4;189898;0;3;609416;0;;;
2043;0;4;193075;0;3;606036;0;;;
2045;0;4;134143;0;3;599672;0;;;
2047;0;4;120202;0;3;592345;0;;;
2049;0;4;182595;0;3;586652;0;;;
2051;0;4;146283;0;3;521643;0;;;
2053;0;4;130543;0;3;498998;0;;;
2055;0;3;987219;0;3;414441;0;;;
2057;0;3;968025;0;3;381035;0;;;
2059;0;3;954865;0;3;390373;0;;;
2061;0;3;943242;0;3;338018;0;;;
2063;0;3;95938;0;3;284725;0;;;
2065;0;3;969435;0;3;358912;0;;;
2067;0;4;25148;0;3;460113;0;;;
2069;0;4;84349;0;3;482165;0;;;
2071;0;4;543039;0;3;458364;0;;;
2073;0;4;53893;0;3;540527;0;;;
2075;0;4;498755;0;3;501867;0;;;
2077;0;4;611575;0;3;562562;0;;;
2079;0;4;549483;0;3;567732;0;;;
2081;0;4;474428;0;3;5739;0;;;
2083;0;4;373704;0;3;586285;0;;;
2085;0;4;26771;0;3;560849;0;;;
2087;0;4;289726;0;3;574613;0;;;
2089;0;4;356502;0;3;577443;0;;;
2091;0;4;434219;0;3;597958;0;;;
2093;0;4;552877;0;3;611184;0;;;
2095;0;4;758414;0;3;624542;0;;;
2097;0;4;862971;0;3;64897;0;;;
2099;0;4;878701;0;3;636427;0;;;
2101;0;4;879744;0;3;682755;0;;;
2103;0;4;881098;0;3;700933;0;;;
2105;0;4;879721;0;3;683621;0;;;
2107;0;4;880057;0;3;661831;0;;;
2109;0;4;866335;0;3;643859;0;;;
2111;0;4;821329;0;3;603004;0;;;
2113;0;4;729415;0;3;528848;0;;;
2115;0;4;49076;0;3;458862;0;;;
2117;0;4;372062;0;3;407589;0;;;
2119;0;4;277355;0;3;363486;0;;;
2121;0;4;282896;0;3;319964;0;;;
2123;0;4;2769;0;3;211648;0;;;
2125;0;4;293012;0;3;303079;0;;;
2127;0;4;319843;0;3;331902;0;;;
2129;0;4;450669;0;3;341845;0;;;
2131;0;4;464528;0;3;350193;0;;;
2133;0;4;573624;0;3;357378;0;;;
2135;0;4;594764;0;3;373442;0;;;
2137;0;4;612036;0;3;379084;0;;;
2139;0;4;629307;0;3;373847;0;;;
2141;0;4;646578;0;3;43419;0;;;
2143;0;4;664751;0;3;452778;0;;;
2145;0;4;679283;0;3;434277;0;;;
2147;0;4;649225;0;3;432225;0;;;
2149;0;4;449549;0;3;372588;0;;;
2151;0;4;423789;0;3;403014;0;;;
2153;0;4;413368;0;3;480607;0;;;
2155;0;4;492167;0;3;558147;0;;;
2157;0;4;623178;0;3;580815;0;;;
2159;0;4;633696;0;3;516282;0;;;
2161;0;4;648056;0;3;50896;0;;;
2163;0;4;664189;0;3;534316;0;;;
2165;0;4;66992;0;3;642931;0;;;
2167;0;4;674263;0;3;717487;0;;;
2169;0;4;717993;0;3;752915;0;;;
2171;0;4;714946;0;3;731111;0;;;
2173;0;4;716492;0;3;768039;0;;;
2175;0;4;715829;0;3;818983;0;;;
2177;0;4;712113;0;3;858694;0;;;
2179;0;4;766393;0;3;88913;0;;;
2181;0;4;812735;0;3;913601;0;;;
2183;0;4;875064;0;3;912903;0;;;
2185;0;4;930644;0;3;963083;0;;;
2187;0;4;971609;0;4;30843;0;;;
2189;0;4;98617;0;4;117376;0;;;
2191;0;4;988457;0;4;120442;0;;;
2193;0;4;990257;0;4;103162;0;;;
2195;0;2432468;4;900696;0;4;155463;0;;
2197;0;1421071;4;945375;0;4;165068;0;;
2199;0;4276675;4;897717;0;4;171186;0;;
2201;0;713228;4;994009;0;4;171516;0;;
2203;0;1332176;4;994831;0;4;147843;0;;
2205;0;1951124;4;995502;0;4;182624;0;;
2207;0;2570072;4;99607;0;4;164934;0;;
2209;0;3189019;4;997095;0;4;21855;0;;
2211;0;8153607;4;997921;0;4;232032;0;;
2213;0;1746383;5;5253;0;4;214844;0;;
2215;0;7183855;5;106096;0;4;199677;0;;
2217;0;9932843;5;193979;0;4;269661;0;;
2219;0;9993351;5;237875;0;4;324349;0;;
2221;0;9998041;5;277185;0;4;337957;0;;
2223;1;57;5;302519;0;4;401632;0;;
2225;1;95;5;316902;0;4;366615;0;;
2227;1;43;5;400769;0;4;394162;0;;
2229;1;119;5;425784;0;4;420121;0;;
2231;1;163;5;441393;0;4;516799;0;;
2233;1;207;5;452174;0;4;516588;0;;
2235;1;2567;5;461954;0;4;572346;0;;
2237;1;3122;5;456131;0;4;562816;0;;
2239;1;3676;5;413577;0;4;529298;0;;
2241;1;4802;5;396296;0;4;519052;0;;
2243;1;65;5;389036;0;4;519414;0;;
2245;1;7634;5;375602;0;4;517344;0;;
2247;1;8768;5;36139;0;4;52042;0;;
2249;1;9902;5;323811;0;4;526288;0;;
2251;1;10741;5;29245;0;4;436691;0;;
2253;1;11579;5;261873;0;4;518833;0;;
2255;1;12417;5;232079;0;4;553364;0;;
2257;1;13256;5;258911;0;4;634788;0;;
2259;1;15256;5;419307;0;4;729635;0;;
2261;1;1842;5;521157;0;4;753689;0;;
2263;1;20313;5;561387;0;4;761575;0;;
2265;1;22207;5;465947;0;4;652238;0;;
2267;1;24101;5;44573;0;4;647354;0;;
2269;1;28488;5;469621;0;4;722351;0;;
2271;1;31953;5;480662;0;4;721548;0;;
2273;1;34495;5;475457;0;4;579235;0;;
2275;1;37037;5;489206;0;4;656582;0;;
2277;1;39579;5;449617;0;4;550234;0;;
2279;1;54542;5;421521;0;4;466126;0;;
2281;1;55336;5;38471;0;4;397533;0;;
2283;1;56129;5;384442;0;4;305348;0;;
2285;1;56922;5;383733;0;4;272079;0;;
2287;1;57715;5;365184;0;4;26243;0;;
2289;1;58509;5;326667;0;4;249393;0;;
2291;1;59302;5;264692;0;4;198947;0;;
2293;1;60095;5;21687;0;4;180187;0;;
2295;1;60888;5;112149;0;4;16776;0;;
2297;1;61682;5;111768;0;4;133273;0;;
2299;1;62475;5;107695;0;4;103611;0;;
2301;1;63268;5;29484;0;4;36826;0;;
2303;1;64062;5;13233;0;4;7147;0;;
2305;1;64855;5;7513;0;4;3202;0;;
2307;1;65648;5;1791;0;3;999258;0;;
2309;1;66441;4;99607;0;3;997003;0;;
2311;1;67235;4;99035;0;3;997003;0;;
2313;1;68028;4;984629;0;3;997003;0;;
2315;1;68821;4;978908;0;3;997003;0;;
2317;1;69615;4;973187;0;4;2686;0;;
2319;1;70408;4;944662;0;4;12131;0;;
2321;1;71201;4;954347;0;4;3498;0;;
2323;1;71994;4;980848;0;3;998644;0;;
2325;1;76642;4;989944;0;4;11065;0;;
2327;1;85143;4;910193;0;3;923983;0;;
2329;1;93644;4;897912;0;3;927181;0;;
2331;1;105844;4;883411;0;3;907112;0;;
2333;1;121744;4;876988;0;3;933332;0;;
2335;1;137643;4;875982;0;3;937033;0;;
2337;1;15552;4;874958;0;3;891742;0;;
2339;1;175377;4;873921;0;3;929692;0;;
2341;1;195233;4;874943;0;3;910396;0;;
2343;1;237119;4;869667;0;3;944632;0;;
2345;1;301035;4;863561;0;3;990161;0;;
2347;1;378716;4;787619;0;4;13771;0;;
2349;1;420046;4;737633;0;4;60158;0;;
